forecast_id,product_id,month,forecast_quantity,actual_quantity,mape,forecast_accuracy_status
FC0000857,PROD00012,2025-11,3965,3774,5.06,Acceptable
FC0000858,PROD00012,2025-12,3965,4235,6.38,Acceptable
FC0000859,PROD00012,2026-01,3965,3778,4.95,Acceptable
FC0000860,PROD00012,2026-02,3965,3779,4.92,Acceptable
FC0000861,PROD00012,2026-03,3965,3843,3.17,Acceptable
FC0000862,PROD00012,2026-04,3965,3699,7.19,Acceptable
FC0000863,PROD00012,2026-05,3965,3948,0.43,Acceptable
FC0000864,PROD00012,2026-06,3965,3782,4.84,Acceptable
FC0000865,PROD00416,2025-01,2281,1959,16.44,Acceptable
FC0000866,PROD00416,2025-02,2281,2427,6.02,Acceptable
FC0000867,PROD00416,2025-03,2281,2525,9.66,Acceptable
FC0000868,PROD00416,2025-04,2281,2229,2.33,Acceptable
FC0000869,PROD00416,2025-05,2281,1974,15.55,Acceptable
FC0000870,PROD00416,2025-06,2281,2029,12.42,Acceptable
FC0000871,PROD00416,2025-07,2281,2237,1.97,Acceptable
FC0000872,PROD00416,2025-08,2281,2056,10.94,Acceptable
FC0000873,PROD00416,2025-09,2281,2095,8.88,Acceptable
FC0000874,PROD00416,2025-10,2281,2089,9.19,Acceptable
FC0000875,PROD00416,2025-11,2281,2309,1.21,Acceptable
FC0000876,PROD00416,2025-12,2281,2622,13.01,Acceptable
FC0000877,PROD00416,2026-01,2281,3506,34.94,High Error
FC0000878,PROD00416,2026-02,2281,2511,9.16,Acceptable
FC0000879,PROD00416,2026-03,2281,2163,5.46,Acceptable
FC0000880,PROD00416,2026-04,2281,2590,11.93,Acceptable
FC0000881,PROD00416,2026-05,2281,2217,2.89,Acceptable
FC0000882,PROD00416,2026-06,2281,2091,9.09,Acceptable
FC0000883,PROD00023,2025-01,2049,2169,5.53,Acceptable
FC0000884,PROD00023,2025-02,2049,2059,0.49,Acceptable
FC0000885,PROD00023,2025-03,2049,2049,0.0,Acceptable
FC0000886,PROD00023,2025-04,2049,1938,5.73,Acceptable
FC0000887,PROD00023,2025-05,2049,2233,8.24,Acceptable
FC0000888,PROD00023,2025-06,2049,2358,13.1,Acceptable
FC0000889,PROD00023,2025-07,2049,2072,1.11,Acceptable
FC0000890,PROD00023,2025-08,2049,1780,15.11,Acceptable
FC0000891,PROD00023,2025-09,2049,2323,11.8,Acceptable
FC0000892,PROD00023,2025-10,2049,1541,32.97,High Error
FC0000893,PROD00023,2025-11,3342,3266,2.33,Acceptable
FC0000894,PROD00023,2025-12,2909,3143,7.45,Acceptable
FC0000895,PROD00023,2026-01,2049,2219,7.66,Acceptable
FC0000896,PROD00023,2026-02,2049,1888,8.53,Acceptable
FC0000897,PROD00023,2026-03,2049,2187,6.31,Acceptable
FC0000898,PROD00023,2026-04,2049,1294,58.35,High Error
FC0000899,PROD00023,2026-05,2049,2396,14.48,Acceptable
FC0000900,PROD00023,2026-06,2049,1704,20.25,High Error
FC0000901,PROD00073,2025-01,4448,4673,4.81,Acceptable
FC0000902,PROD00073,2025-02,4448,4169,6.69,Acceptable
FC0000903,PROD00073,2025-03,4448,4715,5.66,Acceptable
FC0000904,PROD00073,2025-04,4448,4613,3.58,Acceptable
FC0000905,PROD00073,2025-05,4448,4501,1.18,Acceptable
FC0000906,PROD00073,2025-06,4448,4389,1.34,Acceptable
FC0000907,PROD00073,2025-07,4448,4743,6.22,Acceptable
FC0000908,PROD00073,2025-08,4448,4270,4.17,Acceptable
FC0000909,PROD00073,2025-09,4448,4198,5.96,Acceptable
FC0000910,PROD00073,2025-10,4448,4353,2.18,Acceptable
FC0000911,PROD00073,2025-11,4448,4759,6.53,Acceptable
FC0000912,PROD00073,2025-12,4448,4469,0.47,Acceptable
FC0000913,PROD00073,2026-01,4448,5561,20.01,High Error
FC0000914,PROD00073,2026-02,4448,4683,5.02,Acceptable
FC0000915,PROD00073,2026-03,4448,3518,26.44,High Error
FC0000916,PROD00073,2026-04,4448,4774,6.83,Acceptable
FC0000917,PROD00073,2026-05,4448,3655,21.7,High Error
FC0000918,PROD00073,2026-06,4448,4231,5.13,Acceptable
FC0000919,PROD00183,2025-01,3522,3822,7.85,Acceptable
FC0000920,PROD00183,2025-02,3522,3442,2.32,Acceptable
FC0000921,PROD00183,2025-03,3522,3277,7.48,Acceptable
FC0000922,PROD00183,2025-04,3522,3855,8.64,Acceptable
FC0000923,PROD00183,2025-05,3522,3529,0.2,Acceptable
FC0000924,PROD00183,2025-06,3522,3592,1.95,Acceptable
FC0000925,PROD00183,2025-07,3522,3482,1.15,Acceptable
FC0000926,PROD00183,2025-08,3522,3318,6.15,Acceptable
FC0000927,PROD00183,2025-09,3522,3589,1.87,Acceptable
FC0000928,PROD00183,2025-10,3522,3832,8.09,Acceptable
FC0000929,PROD00183,2025-11,3522,3834,8.14,Acceptable
FC0000930,PROD00183,2025-12,3522,3443,2.29,Acceptable
FC0000931,PROD00183,2026-01,3522,3492,0.86,Acceptable
FC0000932,PROD00183,2026-02,3522,3481,1.18,Acceptable
FC0000933,PROD00183,2026-03,3522,3426,2.8,Acceptable
FC0000934,PROD00183,2026-04,3522,3445,2.24,Acceptable
FC0000935,PROD00183,2026-05,3522,3467,1.59,Acceptable
FC0000936,PROD00183,2026-06,3522,3504,0.51,Acceptable
FC0000937,PROD00132,2025-01,2126,1935,9.87,Acceptable
FC0000938,PROD00132,2025-02,2126,1937,9.76,Acceptable
FC0000939,PROD00132,2025-03,2126,2006,5.98,Acceptable
FC0000940,PROD00132,2025-04,2126,2297,7.44,Acceptable
FC0000941,PROD00132,2025-05,2126,2078,2.31,Acceptable
FC0000942,PROD00132,2025-06,2126,2081,2.16,Acceptable
FC0000943,PROD00132,2025-07,2126,2457,13.47,Acceptable
FC0000944,PROD00132,2025-08,2126,1988,6.94,Acceptable
FC0000945,PROD00132,2025-09,2126,2129,0.14,Acceptable
FC0000946,PROD00132,2025-10,2126,3539,39.93,High Error
FC0000947,PROD00132,2025-11,2126,1898,12.01,Acceptable
FC0000948,PROD00132,2025-12,2126,892,138.34,High Error
FC0000949,PROD00132,2026-01,2126,2197,3.23,Acceptable
FC0000950,PROD00132,2026-02,2126,2442,12.94,Acceptable
FC0000951,PROD00132,2026-03,2126,2409,11.75,Acceptable
FC0000952,PROD00132,2026-04,2126,2149,1.07,Acceptable
FC0000953,PROD00132,2026-05,2126,1855,14.61,Acceptable
FC0000954,PROD00132,2026-06,2126,1966,8.14,Acceptable
FC0000955,PROD00411,2025-01,1839,1656,11.05,Acceptable
FC0000956,PROD00411,2025-02,1839,1900,3.21,Acceptable
FC0000957,PROD00411,2025-03,1839,1943,5.35,Acceptable
FC0000958,PROD00411,2025-04,1839,2051,10.34,Acceptable
FC0000959,PROD00411,2025-05,1839,1934,4.91,Acceptable
FC0000960,PROD00411,2025-06,1839,2130,13.66,Acceptable
FC0000961,PROD00411,2025-07,1839,1786,2.97,Acceptable
FC0000962,PROD00411,2025-08,1839,2007,8.37,Acceptable
FC0000963,PROD00411,2025-09,1839,1727,6.49,Acceptable
FC0000964,PROD00411,2025-10,1839,3038,39.47,High Error
FC0000965,PROD00411,2025-11,1839,1960,6.17,Acceptable
FC0000966,PROD00411,2025-12,1839,1529,20.27,High Error
FC0000967,PROD00411,2026-01,1839,1526,20.51,High Error
FC0000968,PROD00411,2026-02,1839,1544,19.11,Acceptable
FC0000969,PROD00411,2026-03,1839,1785,3.03,Acceptable
FC0000970,PROD00411,2026-04,1839,1498,22.76,High Error
FC0000971,PROD00411,2026-05,1839,2109,12.8,Acceptable
FC0000972,PROD00411,2026-06,1839,1620,13.52,Acceptable
FC0000973,PROD00194,2025-01,1358,1943,30.11,High Error
FC0000974,PROD00194,2025-02,1358,1608,15.55,Acceptable
FC0000975,PROD00194,2025-03,1358,1034,31.33,High Error
FC0000976,PROD00194,2025-04,1358,1606,15.44,Acceptable
FC0000977,PROD00194,2025-05,1358,81,1576.54,High Error
FC0000978,PROD00194,2025-06,1358,1071,26.8,High Error
FC0000979,PROD00194,2025-07,1358,1204,12.79,Acceptable
FC0000980,PROD00194,2025-08,1358,1308,3.82,Acceptable
FC0000981,PROD00194,2025-09,1358,1185,14.6,Acceptable
FC0000982,PROD00194,2025-10,1358,1298,4.62,Acceptable
FC0000983,PROD00194,2025-11,2083,2157,3.43,Acceptable
FC0000984,PROD00194,2025-12,1893,1630,16.13,Acceptable
FC0000985,PROD00194,2026-01,1358,99,1271.72,High Error
FC0000986,PROD00194,2026-02,1358,1695,19.88,Acceptable
FC0000987,PROD00194,2026-03,1358,1219,11.4,Acceptable
FC0000988,PROD00194,2026-04,1358,1283,5.85,Acceptable
FC0000989,PROD00194,2026-05,1358,1017,33.53,High Error
FC0000990,PROD00194,2026-06,1358,1381,1.67,Acceptable
FC0000991,PROD00056,2025-01,4777,4989,4.25,Acceptable
FC0000992,PROD00056,2025-02,4777,4823,0.95,Acceptable
FC0000993,PROD00056,2025-03,4777,4867,1.85,Acceptable
FC0000994,PROD00056,2025-04,4777,4793,0.33,Acceptable
FC0000995,PROD00056,2025-05,4777,4700,1.64,Acceptable
FC0000996,PROD00056,2025-06,4777,5416,11.8,Acceptable
FC0000997,PROD00056,2025-07,4777,4500,6.16,Acceptable
FC0000998,PROD00056,2025-08,4777,4448,7.4,Acceptable
FC0000999,PROD00056,2025-09,4777,4550,4.99,Acceptable
FC0001000,PROD00056,2025-10,4777,4561,4.74,Acceptable
FC0001001,PROD00056,2025-11,4777,4912,2.75,Acceptable
FC0001002,PROD00056,2025-12,4777,3916,21.99,High Error
FC0001003,PROD00056,2026-01,4777,4220,13.2,Acceptable
FC0001004,PROD00056,2026-02,4777,4544,5.13,Acceptable
FC0001005,PROD00056,2026-03,4777,4648,2.78,Acceptable
FC0001006,PROD00056,2026-04,4777,3601,32.66,High Error
FC0001007,PROD00056,2026-05,4777,4871,1.93,Acceptable
FC0001008,PROD00056,2026-06,4777,4909,2.69,Acceptable
FC0001009,PROD00149,2025-01,1288,1316,2.13,Acceptable
FC0001010,PROD00149,2025-02,1288,1207,6.71,Acceptable
FC0001011,PROD00149,2025-03,1288,1397,7.8,Acceptable
FC0001012,PROD00149,2025-04,1288,1515,14.98,Acceptable
FC0001013,PROD00149,2025-05,1288,948,35.86,High Error
FC0001014,PROD00149,2025-06,1288,1448,11.05,Acceptable
FC0001015,PROD00149,2025-07,1288,1263,1.98,Acceptable
FC0001016,PROD00149,2025-08,1288,1062,21.28,High Error
FC0001017,PROD00149,2025-09,1288,974,32.24,High Error
FC0001018,PROD00149,2025-10,1288,1449,11.11,Acceptable
FC0001019,PROD00149,2025-11,1288,1129,14.08,Acceptable
FC0001020,PROD00149,2025-12,1288,1584,18.69,Acceptable
FC0001021,PROD00149,2026-01,1288,0,0.0,Acceptable
FC0001022,PROD00149,2026-02,1288,1251,2.96,Acceptable
FC0001023,PROD00149,2026-03,1288,1119,15.1,Acceptable
FC0001024,PROD00149,2026-04,1288,958,34.45,High Error
FC0001025,PROD00149,2026-05,1288,1385,7.0,Acceptable
FC0001026,PROD00149,2026-06,1288,973,32.37,High Error
FC0001027,PROD00019,2025-01,4010,3791,5.78,Acceptable
FC0001028,PROD00019,2025-02,4010,3895,2.95,Acceptable
FC0001029,PROD00019,2025-03,4010,4077,1.64,Acceptable
FC0001030,PROD00019,2025-04,4010,5263,23.81,High Error
FC0001031,PROD00019,2025-05,4010,4895,18.08,Acceptable
FC0001032,PROD00019,2025-06,4010,4287,6.46,Acceptable
FC0001033,PROD00019,2025-07,4010,3736,7.33,Acceptable
FC0001034,PROD00019,2025-08,4010,4264,5.96,Acceptable
FC0001035,PROD00019,2025-09,4010,3935,1.91,Acceptable
FC0001036,PROD00019,2025-10,4010,3686,8.79,Acceptable
FC0001037,PROD00019,2025-11,4010,4285,6.42,Acceptable
FC0001038,PROD00019,2025-12,4010,3777,6.17,Acceptable
FC0001039,PROD00019,2026-01,4010,4299,6.72,Acceptable
FC0001040,PROD00019,2026-02,4010,3773,6.28,Acceptable
FC0001041,PROD00019,2026-03,4010,4261,5.89,Acceptable
FC0001042,PROD00019,2026-04,4010,5380,25.46,High Error
FC0001043,PROD00019,2026-05,4010,4318,7.13,Acceptable
FC0001044,PROD00019,2026-06,4010,4193,4.36,Acceptable
FC0001045,PROD00205,2025-01,4165,4128,0.9,Acceptable
FC0001046,PROD00205,2025-02,4165,4158,0.17,Acceptable
FC0001047,PROD00205,2025-03,4165,4078,2.13,Acceptable
FC0001048,PROD00205,2025-04,4165,4179,0.34,Acceptable
FC0001049,PROD00205,2025-05,4165,4011,3.84,Acceptable
FC0001050,PROD00205,2025-06,4165,4153,0.29,Acceptable
FC0001051,PROD00205,2025-07,4165,3967,4.99,Acceptable
FC0001052,PROD00205,2025-08,4165,4081,2.06,Acceptable
FC0001053,PROD00205,2025-09,4165,4305,3.25,Acceptable
FC0001054,PROD00205,2025-10,4165,4258,2.18,Acceptable
FC0001055,PROD00205,2025-11,6508,6605,1.47,Acceptable
FC0001056,PROD00205,2025-12,7068,6803,3.9,Acceptable
FC0001057,PROD00205,2026-01,4165,2952,41.09,High Error
FC0001058,PROD00205,2026-02,4165,3990,4.39,Acceptable
FC0001059,PROD00205,2026-03,4165,3953,5.36,Acceptable
FC0001060,PROD00205,2026-04,4165,4294,3.0,Acceptable
FC0001061,PROD00205,2026-05,4165,3775,10.33,Acceptable
FC0001062,PROD00205,2026-06,4165,4251,2.02,Acceptable
FC0001063,PROD00079,2025-01,4536,4818,5.85,Acceptable
FC0001064,PROD00079,2025-02,4536,4865,6.76,Acceptable
FC0001065,PROD00079,2025-03,4536,4655,2.56,Acceptable
FC0001066,PROD00079,2025-04,4536,4197,8.08,Acceptable
FC0001067,PROD00079,2025-05,4536,4708,3.65,Acceptable
FC0001068,PROD00079,2025-06,4536,4323,4.93,Acceptable
FC0001069,PROD00079,2025-07,4536,4241,6.96,Acceptable
FC0001070,PROD00079,2025-08,4536,4414,2.76,Acceptable
FC0001071,PROD00079,2025-09,4536,4271,6.2,Acceptable
FC0001072,PROD00079,2025-10,4536,4410,2.86,Acceptable
FC0001073,PROD00079,2025-11,6103,6116,0.21,Acceptable
FC0001074,PROD00079,2025-12,6700,6925,3.25,Acceptable
FC0001075,PROD00079,2026-01,4536,4440,2.16,Acceptable
FC0001076,PROD00079,2026-02,4536,4580,0.96,Acceptable
FC0001077,PROD00079,2026-03,4536,5946,23.71,High Error
FC0001078,PROD00079,2026-04,4536,4353,4.2,Acceptable
FC0001079,PROD00079,2026-05,4536,4863,6.72,Acceptable
FC0001080,PROD00079,2026-06,4536,4340,4.52,Acceptable
FC0001081,PROD00495,2025-01,3165,3510,9.83,Acceptable
FC0001082,PROD00495,2025-02,3165,4304,26.46,High Error
FC0001083,PROD00495,2025-03,3165,3225,1.86,Acceptable
FC0001084,PROD00495,2025-04,3165,4458,29.0,High Error
FC0001085,PROD00495,2025-05,3165,3243,2.41,Acceptable
FC0001086,PROD00495,2025-06,3165,3248,2.56,Acceptable
FC0001087,PROD00495,2025-07,3165,2904,8.99,Acceptable
FC0001088,PROD00495,2025-08,3165,2835,11.64,Acceptable
FC0001089,PROD00495,2025-09,3165,2816,12.39,Acceptable
FC0001090,PROD00495,2025-10,3165,3454,8.37,Acceptable
FC0001091,PROD00495,2025-11,3998,4322,7.5,Acceptable
FC0001092,PROD00495,2025-12,4993,5131,2.69,Acceptable
FC0001093,PROD00495,2026-01,3165,3310,4.38,Acceptable
FC0001094,PROD00495,2026-02,3165,3236,2.19,Acceptable
FC0001095,PROD00495,2026-03,3165,3830,17.36,Acceptable
FC0001096,PROD00495,2026-04,3165,3026,4.59,Acceptable
FC0001097,PROD00495,2026-05,3165,3412,7.24,Acceptable
FC0001098,PROD00495,2026-06,3165,3169,0.13,Acceptable
FC0001099,PROD00263,2025-01,860,924,6.93,Acceptable
FC0001100,PROD00263,2025-02,860,1015,15.27,Acceptable
FC0001101,PROD00263,2025-03,860,858,0.23,Acceptable
FC0001102,PROD00263,2025-04,860,1048,17.94,Acceptable
FC0001103,PROD00263,2025-05,860,1174,26.75,High Error
FC0001104,PROD00263,2025-06,860,0,0.0,Acceptable
FC0001105,PROD00263,2025-07,860,564,52.48,High Error
FC0001106,PROD00263,2025-08,860,554,55.23,High Error
FC0001107,PROD00263,2025-09,860,1146,24.96,High Error
FC0001108,PROD00263,2025-10,860,559,53.85,High Error
FC0001109,PROD00263,2025-11,860,1114,22.8,High Error
FC0001110,PROD00263,2025-12,860,546,57.51,High Error
FC0001111,PROD00263,2026-01,860,889,3.26,Acceptable
FC0001112,PROD00263,2026-02,860,812,5.91,Acceptable
FC0001113,PROD00263,2026-03,860,589,46.01,High Error
FC0001114,PROD00263,2026-04,860,804,6.97,Acceptable
FC0001115,PROD00263,2026-05,860,639,34.59,High Error
FC0001116,PROD00263,2026-06,860,937,8.22,Acceptable
FC0001117,PROD00324,2025-01,1039,1069,2.81,Acceptable
FC0001118,PROD00324,2025-02,1039,276,276.45,High Error
FC0001119,PROD00324,2025-03,1039,1287,19.27,Acceptable
FC0001120,PROD00324,2025-04,1039,732,41.94,High Error
FC0001121,PROD00324,2025-05,1039,783,32.69,High Error
FC0001122,PROD00324,2025-06,1039,1334,22.11,High Error
FC0001123,PROD00324,2025-07,1039,1006,3.28,Acceptable
FC0001124,PROD00324,2025-08,1039,1238,16.07,Acceptable
FC0001125,PROD00324,2025-09,1039,1194,12.98,Acceptable
FC0001126,PROD00324,2025-10,1039,1313,20.87,High Error
FC0001127,PROD00324,2025-11,1039,87,1094.25,High Error
FC0001128,PROD00324,2025-12,1039,784,32.53,High Error
FC0001129,PROD00324,2026-01,1039,974,6.67,Acceptable
FC0001130,PROD00324,2026-02,1039,784,32.53,High Error
FC0001131,PROD00324,2026-03,1039,1178,11.8,Acceptable
FC0001132,PROD00324,2026-04,1039,1029,0.97,Acceptable
FC0001133,PROD00324,2026-05,1039,1372,24.27,High Error
FC0001134,PROD00324,2026-06,1039,974,6.67,Acceptable
FC0001135,PROD00484,2025-01,2042,2039,0.15,Acceptable
FC0001136,PROD00484,2025-02,2042,1895,7.76,Acceptable
FC0001137,PROD00484,2025-03,2042,1799,13.51,Acceptable
FC0001138,PROD00484,2025-04,2042,2148,4.93,Acceptable
FC0001139,PROD00484,2025-05,2042,2372,13.91,Acceptable
FC0001140,PROD00484,2025-06,2042,1873,9.02,Acceptable
FC0001141,PROD00484,2025-07,2042,1745,17.02,Acceptable
FC0001142,PROD00484,2025-08,2042,1945,4.99,Acceptable
FC0001143,PROD00484,2025-09,2042,2095,2.53,Acceptable
FC0001144,PROD00484,2025-10,2042,1352,51.04,High Error
FC0001145,PROD00484,2025-11,2042,1752,16.55,Acceptable
FC0001146,PROD00484,2025-12,2042,2199,7.14,Acceptable
FC0001147,PROD00484,2026-01,2042,2131,4.18,Acceptable
FC0001148,PROD00484,2026-02,2042,2060,0.87,Acceptable
FC0001149,PROD00484,2026-03,2042,2175,6.11,Acceptable
FC0001150,PROD00484,2026-04,2042,1900,7.47,Acceptable
FC0001151,PROD00484,2026-05,2042,2024,0.89,Acceptable
FC0001152,PROD00484,2026-06,2042,2015,1.34,Acceptable
FC0001153,PROD00080,2025-01,2534,2689,5.76,Acceptable
FC0001154,PROD00080,2025-02,2534,2796,9.37,Acceptable
FC0001155,PROD00080,2025-03,2534,2692,5.87,Acceptable
FC0001156,PROD00080,2025-04,2534,1462,73.32,High Error
FC0001157,PROD00080,2025-05,2534,2653,4.49,Acceptable
FC0001158,PROD00080,2025-06,2534,2210,14.66,Acceptable
FC0001159,PROD00080,2025-07,2534,2736,7.38,Acceptable
FC0001160,PROD00080,2025-08,2534,1042,143.19,High Error
FC0001161,PROD00080,2025-09,2534,2054,23.37,High Error
FC0001162,PROD00080,2025-10,2534,2189,15.76,Acceptable
FC0001163,PROD00080,2025-11,2534,2429,4.32,Acceptable
FC0001164,PROD00080,2025-12,2534,2283,10.99,Acceptable
FC0001165,PROD00080,2026-01,2534,2598,2.46,Acceptable
FC0001166,PROD00080,2026-02,2534,3841,34.03,High Error
FC0001167,PROD00080,2026-03,2534,2774,8.65,Acceptable
FC0001168,PROD00080,2026-04,2534,2684,5.59,Acceptable
FC0001169,PROD00080,2026-05,2534,2731,7.21,Acceptable
FC0001170,PROD00080,2026-06,2534,2546,0.47,Acceptable
FC0001171,PROD00040,2025-01,1432,1490,3.89,Acceptable
FC0001172,PROD00040,2025-02,1432,7,20357.14,High Error
FC0001173,PROD00040,2025-03,1432,1487,3.7,Acceptable
FC0001174,PROD00040,2025-04,1432,1354,5.76,Acceptable
FC0001175,PROD00040,2025-05,1432,1131,26.61,High Error
FC0001176,PROD00040,2025-06,1432,1686,15.07,Acceptable
FC0001177,PROD00040,2025-07,1432,1769,19.05,Acceptable
FC0001178,PROD00040,2025-08,1432,1490,3.89,Acceptable
FC0001179,PROD00040,2025-09,1432,1526,6.16,Acceptable
FC0001180,PROD00040,2025-10,1432,1226,16.8,Acceptable
FC0001181,PROD00040,2025-11,1432,623,129.86,High Error
FC0001182,PROD00040,2025-12,1432,1536,6.77,Acceptable
FC0001183,PROD00040,2026-01,1432,360,297.78,High Error
FC0001184,PROD00040,2026-02,1432,1032,38.76,High Error
FC0001185,PROD00040,2026-03,1432,1120,27.86,High Error
FC0001186,PROD00040,2026-04,1432,1472,2.72,Acceptable
FC0001187,PROD00040,2026-05,1432,669,114.05,High Error
FC0001188,PROD00040,2026-06,1432,1391,2.95,Acceptable
FC0001189,PROD00452,2025-01,3877,3866,0.28,Acceptable
FC0001190,PROD00452,2025-02,3877,3620,7.1,Acceptable
FC0001191,PROD00452,2025-03,3877,4128,6.08,Acceptable
FC0001192,PROD00452,2025-04,3877,4080,4.98,Acceptable
FC0001193,PROD00452,2025-05,3877,3937,1.52,Acceptable
FC0001194,PROD00452,2025-06,3877,4166,6.94,Acceptable
FC0001195,PROD00452,2025-07,3877,3749,3.41,Acceptable
FC0001196,PROD00452,2025-08,3877,4211,7.93,Acceptable
FC0001197,PROD00452,2025-09,3877,3808,1.81,Acceptable
FC0001198,PROD00452,2025-10,3877,4148,6.53,Acceptable
FC0001199,PROD00452,2025-11,3877,4072,4.79,Acceptable
FC0001200,PROD00452,2025-12,3877,3332,16.36,Acceptable
FC0001201,PROD00452,2026-01,3877,4096,5.35,Acceptable
FC0001202,PROD00452,2026-02,3877,3613,7.31,Acceptable
FC0001203,PROD00452,2026-03,3877,3838,1.02,Acceptable
FC0001204,PROD00452,2026-04,3877,3756,3.22,Acceptable
FC0001205,PROD00452,2026-05,3877,3756,3.22,Acceptable
FC0001206,PROD00452,2026-06,3877,3978,2.54,Acceptable
FC0001207,PROD00047,2025-01,2399,2708,11.41,Acceptable
FC0001208,PROD00047,2025-02,2399,2684,10.62,Acceptable
FC0001209,PROD00047,2025-03,2399,2112,13.59,Acceptable
FC0001210,PROD00047,2025-04,2399,2497,3.92,Acceptable
FC0001211,PROD00047,2025-05,2399,2528,5.1,Acceptable
FC0001212,PROD00047,2025-06,2399,2502,4.12,Acceptable
FC0001213,PROD00047,2025-07,2399,2270,5.68,Acceptable
FC0001214,PROD00047,2025-08,2399,3828,37.33,High Error
FC0001215,PROD00047,2025-09,2399,2310,3.85,Acceptable
FC0001216,PROD00047,2025-10,2399,2635,8.96,Acceptable
FC0001217,PROD00047,2025-11,3017,3274,7.85,Acceptable
FC0001218,PROD00047,2025-12,3197,3197,0.0,Acceptable
FC0001219,PROD00047,2026-01,2399,2256,6.34,Acceptable
FC0001220,PROD00047,2026-02,2399,2723,11.9,Acceptable
FC0001221,PROD00047,2026-03,2399,1183,102.79,High Error
FC0001222,PROD00047,2026-04,2399,2212,8.45,Acceptable
FC0001223,PROD00047,2026-05,2399,2645,9.3,Acceptable
FC0001224,PROD00047,2026-06,2399,2053,16.85,Acceptable
FC0001225,PROD00239,2025-01,4784,4852,1.4,Acceptable
FC0001226,PROD00239,2025-02,4784,3364,42.21,High Error
FC0001227,PROD00239,2025-03,4784,4871,1.79,Acceptable
FC0001228,PROD00239,2025-04,4784,4951,3.37,Acceptable
FC0001229,PROD00239,2025-05,4784,4890,2.17,Acceptable
FC0001230,PROD00239,2025-06,4784,4597,4.07,Acceptable
FC0001231,PROD00239,2025-07,4784,4566,4.77,Acceptable
FC0001232,PROD00239,2025-08,4784,4865,1.66,Acceptable
FC0001233,PROD00239,2025-09,4784,4567,4.75,Acceptable
FC0001234,PROD00239,2025-10,4784,4657,2.73,Acceptable
FC0001235,PROD00239,2025-11,4784,4771,0.27,Acceptable
FC0001236,PROD00239,2025-12,4784,5087,5.96,Acceptable
FC0001237,PROD00239,2026-01,4784,5077,5.77,Acceptable
FC0001238,PROD00239,2026-02,4784,4735,1.03,Acceptable
FC0001239,PROD00239,2026-03,4784,4452,7.46,Acceptable
FC0001240,PROD00239,2026-04,4784,5022,4.74,Acceptable
FC0001241,PROD00239,2026-05,4784,4632,3.28,Acceptable
FC0001242,PROD00239,2026-06,4784,4637,3.17,Acceptable
FC0001243,PROD00392,2025-01,2578,2627,1.87,Acceptable
FC0001244,PROD00392,2025-02,2578,2251,14.53,Acceptable
FC0001245,PROD00392,2025-03,2578,2491,3.49,Acceptable
FC0001246,PROD00392,2025-04,2578,2771,6.96,Acceptable
FC0001247,PROD00392,2025-05,2578,2272,13.47,Acceptable
FC0001248,PROD00392,2025-06,2578,3990,35.39,High Error
FC0001249,PROD00392,2025-07,2578,2566,0.47,Acceptable
FC0001250,PROD00392,2025-08,2578,2415,6.75,Acceptable
FC0001251,PROD00392,2025-09,2578,2456,4.97,Acceptable
FC0001252,PROD00392,2025-10,2578,2580,0.08,Acceptable
FC0001253,PROD00392,2025-11,2578,2434,5.92,Acceptable
FC0001254,PROD00392,2025-12,2578,1146,124.96,High Error
FC0001255,PROD00392,2026-01,2578,2843,9.32,Acceptable
FC0001256,PROD00392,2026-02,2578,2334,10.45,Acceptable
FC0001257,PROD00392,2026-03,2578,2526,2.06,Acceptable
FC0001258,PROD00392,2026-04,2578,2736,5.77,Acceptable
FC0001259,PROD00392,2026-05,2578,2251,14.53,Acceptable
FC0001260,PROD00392,2026-06,2578,1332,93.54,High Error
FC0001261,PROD00353,2025-01,4723,5025,6.01,Acceptable
FC0001262,PROD00353,2025-02,4723,4617,2.3,Acceptable
FC0001263,PROD00353,2025-03,4723,4656,1.44,Acceptable
FC0001264,PROD00353,2025-04,4723,4445,6.25,Acceptable
FC0001265,PROD00353,2025-05,4723,4913,3.87,Acceptable
FC0001266,PROD00353,2025-06,4723,5867,19.5,Acceptable
FC0001267,PROD00353,2025-07,4723,4728,0.11,Acceptable
FC0001268,PROD00353,2025-08,4723,4462,5.85,Acceptable
FC0001269,PROD00353,2025-09,4723,4577,3.19,Acceptable
FC0001270,PROD00353,2025-10,4723,4946,4.51,Acceptable
FC0001271,PROD00353,2025-11,4723,4684,0.83,Acceptable
FC0001272,PROD00353,2025-12,4723,4687,0.77,Acceptable
FC0001273,PROD00353,2026-01,4723,4656,1.44,Acceptable
FC0001274,PROD00353,2026-02,4723,4486,5.28,Acceptable
FC0001275,PROD00353,2026-03,4723,4509,4.75,Acceptable
FC0001276,PROD00353,2026-04,4723,4042,16.85,Acceptable
FC0001277,PROD00353,2026-05,4723,5062,6.7,Acceptable
FC0001278,PROD00353,2026-06,4723,6135,23.02,High Error
FC0001279,PROD00342,2025-01,954,1042,8.45,Acceptable
FC0001280,PROD00342,2025-02,954,944,1.06,Acceptable
FC0001281,PROD00342,2025-03,954,639,49.3,High Error
FC0001282,PROD00342,2025-04,954,798,19.55,Acceptable
FC0001283,PROD00342,2025-05,954,930,2.58,Acceptable
FC0001284,PROD00342,2025-06,954,1256,24.04,High Error
FC0001285,PROD00342,2025-07,954,996,4.22,Acceptable
