return_id,product_id,return_reason,warehouse_id,quantity,return_date
RET000895,PROD00493,Late Delivery,WH004,3,2025-01-17
RET000896,PROD00134,Customer Changed Mind,WH007,18,2025-06-13
RET000897,PROD00173,Quality Issue,WH008,15,2026-03-12
RET000898,PROD00341,Quality Issue,WH005,13,2025-12-20
RET000899,PROD00317,Wrong Item,WH007,8,2026-05-29
RET000900,PROD00441,Wrong Item,WH001,19,2025-07-31
RET000901,PROD00376,Customer Changed Mind,WH002,14,2025-10-17
RET000902,PROD00125,Late Delivery,WH004,3,2026-06-04
RET000903,PROD00451,Customer Changed Mind,WH008,2,2025-01-02
RET000904,PROD00347,Late Delivery,WH007,4,2025-03-10
RET000905,PROD00450,Quality Issue,WH001,6,2026-06-12
RET000906,PROD00332,Wrong Item,WH003,9,2026-05-03
RET000907,PROD00257,Quality Issue,WH004,3,2026-02-04
RET000908,PROD00287,Quality Issue,WH005,6,2025-11-09
RET000909,PROD00121,Damaged,WH003,8,2025-12-08
RET000910,PROD00348,Late Delivery,WH004,20,2025-05-25
RET000911,PROD00466,Customer Changed Mind,WH007,10,2026-02-25
RET000912,PROD00223,Quality Issue,WH004,5,2026-04-04
RET000913,PROD00291,Quality Issue,WH003,9,2025-09-13
RET000914,PROD00050,Customer Changed Mind,WH003,3,2025-06-18
RET000915,PROD00165,Wrong Item,WH003,10,2025-09-10
RET000916,PROD00082,Quality Issue,WH002,17,2025-01-06
RET000917,PROD00226,Customer Changed Mind,WH005,13,2026-02-17
RET000918,PROD00398,Late Delivery,WH007,19,2025-01-21
RET000919,PROD00104,Quality Issue,WH005,12,2025-06-03
RET000920,PROD00234,Late Delivery,WH007,20,2025-01-28
RET000921,PROD00362,Customer Changed Mind,WH003,13,2026-01-03
RET000922,PROD00031,Quality Issue,WH002,7,2025-03-27
RET000923,PROD00096,Wrong Item,WH002,5,2025-10-11
RET000924,PROD00475,Customer Changed Mind,WH001,6,2025-12-14
RET000925,PROD00094,Quality Issue,WH003,3,2025-11-24
RET000926,PROD00473,Late Delivery,WH008,14,2026-03-30
RET000927,PROD00019,Late Delivery,WH005,2,2025-02-18
RET000928,PROD00413,Wrong Item,WH005,4,2025-11-01
RET000929,PROD00157,Wrong Item,WH007,11,2025-10-23
RET000930,PROD00341,Wrong Item,WH007,3,2026-01-20
RET000931,PROD00364,Damaged,WH005,13,2026-02-09
RET000932,PROD00464,Wrong Item,WH001,1,2025-11-01
RET000933,PROD00055,Wrong Item,WH005,15,2026-03-26
RET000934,PROD00316,Quality Issue,WH001,12,2026-02-07
RET000935,PROD00288,Damaged,WH004,20,2025-08-12
RET000936,PROD00180,Customer Changed Mind,WH004,15,2026-05-08
RET000937,PROD00374,Quality Issue,WH007,13,2025-10-18
RET000938,PROD00207,Quality Issue,WH008,16,2025-08-18
RET000939,PROD00127,Late Delivery,WH003,9,2025-07-09
RET000940,PROD00344,Quality Issue,WH005,3,2025-06-22
RET000941,PROD00389,Customer Changed Mind,WH008,14,2025-06-30
RET000942,PROD00494,Wrong Item,WH003,14,2025-04-19
RET000943,PROD00386,Wrong Item,WH005,19,2025-04-19
RET000944,PROD00031,Quality Issue,WH005,17,2026-04-18
RET000945,PROD00405,Customer Changed Mind,WH005,2,2025-03-17
RET000946,PROD00492,Customer Changed Mind,WH002,6,2026-02-21
RET000947,PROD00271,Late Delivery,WH007,3,2026-04-15
RET000948,PROD00072,Late Delivery,WH001,18,2025-01-11
RET000949,PROD00384,Quality Issue,WH004,5,2026-03-12
RET000950,PROD00437,Customer Changed Mind,WH007,17,2025-11-28
RET000951,PROD00367,Customer Changed Mind,WH002,1,2025-09-30
RET000952,PROD00074,Wrong Item,WH005,15,2026-01-23
RET000953,PROD00045,Quality Issue,WH006,13,2025-03-18
RET000954,PROD00125,Customer Changed Mind,WH007,11,2025-07-18
RET000955,PROD00180,Wrong Item,WH001,11,2025-03-13
RET000956,PROD00219,Damaged,WH006,5,2025-09-27
RET000957,PROD00284,Damaged,WH008,17,2026-05-30
RET000958,PROD00366,Late Delivery,WH008,16,2026-03-08
RET000959,PROD00293,Damaged,WH007,19,2025-01-08
RET000960,PROD00107,Wrong Item,WH001,5,2026-01-20
RET000961,PROD00082,Wrong Item,WH007,5,2025-09-03
RET000962,PROD00173,Damaged,WH007,12,2026-05-19
RET000963,PROD00094,Customer Changed Mind,WH002,7,2025-09-07
RET000964,PROD00125,Customer Changed Mind,WH006,13,2026-04-29
RET000965,PROD00243,Wrong Item,WH006,10,2025-05-21
RET000966,PROD00229,Late Delivery,WH002,6,2025-08-20
RET000967,PROD00016,Late Delivery,WH006,18,2025-01-20
RET000968,PROD00481,Wrong Item,WH006,20,2026-03-02
RET000969,PROD00163,Wrong Item,WH005,2,2026-01-08
RET000970,PROD00205,Damaged,WH001,9,2025-12-14
RET000971,PROD00440,Damaged,WH001,13,2025-11-20
RET000972,PROD00392,Quality Issue,WH001,12,2026-01-26
RET000973,PROD00295,Damaged,WH006,19,2026-06-10
RET000974,PROD00093,Late Delivery,WH004,19,2025-06-10
RET000975,PROD00136,Damaged,WH006,17,2026-05-31
RET000976,PROD00338,Wrong Item,WH003,5,2026-06-08
RET000977,PROD00120,Quality Issue,WH001,6,2026-01-19
RET000978,PROD00301,Damaged,WH007,18,2025-04-24
RET000979,PROD00073,Quality Issue,WH001,6,2026-02-04
RET000980,PROD00110,Customer Changed Mind,WH002,9,2025-07-06
RET000981,PROD00004,Customer Changed Mind,WH007,12,2026-06-03
RET000982,PROD00423,Customer Changed Mind,WH002,16,2026-03-21
RET000983,PROD00470,Late Delivery,WH005,18,2025-04-24
RET000984,PROD00106,Quality Issue,WH002,3,2025-07-12
RET000985,PROD00210,Wrong Item,WH004,8,2025-11-20
RET000986,PROD00001,Quality Issue,WH005,10,2026-01-22
RET000987,PROD00097,Late Delivery,WH008,10,2025-07-21
RET000988,PROD00364,Damaged,WH004,10,2025-08-23
RET000989,PROD00030,Quality Issue,WH008,18,2025-05-26
RET000990,PROD00173,Late Delivery,WH007,14,2025-10-02
RET000991,PROD00258,Damaged,WH006,12,2025-03-08
RET000992,PROD00361,Customer Changed Mind,WH002,14,2026-02-13
RET000993,PROD00343,Customer Changed Mind,WH007,10,2025-01-04
RET000994,PROD00424,Late Delivery,WH008,17,2025-02-28
RET000995,PROD00075,Quality Issue,WH007,1,2026-05-21
RET000996,PROD00110,Quality Issue,WH003,20,2025-03-19
RET000997,PROD00259,Damaged,WH005,16,2026-01-26
RET000998,PROD00176,Damaged,WH008,10,2025-08-21
RET000999,PROD00083,Wrong Item,WH008,20,2025-01-30
RET001000,PROD00177,Wrong Item,WH008,7,2026-05-25
RET001001,PROD00218,Damaged,WH007,20,2025-01-13
RET001002,PROD00280,Quality Issue,WH006,5,2025-11-09
RET001003,PROD00037,Quality Issue,WH005,12,2025-04-19
RET001004,PROD00164,Late Delivery,WH005,7,2026-02-05
RET001005,PROD00330,Customer Changed Mind,WH005,10,2026-03-10
RET001006,PROD00267,Customer Changed Mind,WH001,13,2025-08-20
RET001007,PROD00384,Late Delivery,WH002,10,2026-06-20
RET001008,PROD00229,Quality Issue,WH006,12,2026-01-18
RET001009,PROD00287,Wrong Item,WH002,11,2026-04-11
RET001010,PROD00480,Quality Issue,WH008,5,2026-03-11
RET001011,PROD00349,Damaged,WH006,14,2026-06-27
RET001012,PROD00353,Wrong Item,WH001,5,2025-03-27
RET001013,PROD00470,Wrong Item,WH008,13,2025-08-21
RET001014,PROD00269,Customer Changed Mind,WH002,13,2025-08-09
RET001015,PROD00177,Customer Changed Mind,WH008,7,2025-10-18
RET001016,PROD00095,Quality Issue,WH008,13,2026-04-07
RET001017,PROD00400,Customer Changed Mind,WH007,10,2026-01-11
RET001018,PROD00481,Damaged,WH002,16,2026-05-27
RET001019,PROD00405,Wrong Item,WH005,2,2025-12-31
RET001020,PROD00124,Damaged,WH008,12,2026-03-19
RET001021,PROD00118,Damaged,WH008,11,2025-04-27
RET001022,PROD00111,Wrong Item,WH005,9,2026-03-06
RET001023,PROD00195,Quality Issue,WH001,5,2025-03-01
RET001024,PROD00188,Damaged,WH002,13,2025-05-01
RET001025,PROD00351,Quality Issue,WH007,20,2025-07-06
RET001026,PROD00018,Quality Issue,WH003,15,2026-03-06
RET001027,PROD00165,Wrong Item,WH004,6,2026-06-01
RET001028,PROD00237,Quality Issue,WH004,16,2025-07-02
RET001029,PROD00214,Damaged,WH007,17,2025-07-24
RET001030,PROD00463,Late Delivery,WH004,14,2025-06-28
RET001031,PROD00154,Damaged,WH003,2,2026-05-28
RET001032,PROD00158,Quality Issue,WH008,18,2025-02-15
RET001033,PROD00148,Wrong Item,WH007,15,2026-04-05
RET001034,PROD00292,Late Delivery,WH007,19,2025-05-04
RET001035,PROD00367,Late Delivery,WH008,1,2025-03-30
RET001036,PROD00405,Wrong Item,WH004,19,2025-03-16
RET001037,PROD00392,Late Delivery,WH005,3,2025-09-19
RET001038,PROD00259,Late Delivery,WH007,1,2026-01-27
RET001039,PROD00411,Damaged,WH006,2,2026-05-15
RET001040,PROD00266,Quality Issue,WH007,12,2025-01-02
RET001041,PROD00152,Customer Changed Mind,WH006,7,2025-06-19
RET001042,PROD00302,Damaged,WH005,11,2025-02-21
RET001043,PROD00402,Quality Issue,WH007,18,2026-01-19
RET001044,PROD00459,Customer Changed Mind,WH003,5,2025-12-10
RET001045,PROD00218,Wrong Item,WH001,1,2025-06-05
RET001046,PROD00052,Late Delivery,WH008,15,2026-01-30
RET001047,PROD00234,Damaged,WH005,9,2025-11-10
RET001048,PROD00311,Damaged,WH002,17,2025-05-19
RET001049,PROD00448,Wrong Item,WH005,5,2025-01-03
RET001050,PROD00037,Quality Issue,WH008,6,2025-01-02
RET001051,PROD00041,Quality Issue,WH001,9,2025-03-11
RET001052,PROD00258,Quality Issue,WH008,1,2026-03-16
RET001053,PROD00145,Quality Issue,WH007,5,2025-05-04
RET001054,PROD00362,Damaged,WH007,16,2025-05-08
RET001055,PROD00426,Wrong Item,WH004,2,2025-04-22
RET001056,PROD00224,Quality Issue,WH006,17,2025-09-29
RET001057,PROD00407,Quality Issue,WH006,20,2025-08-20
RET001058,PROD00297,Damaged,WH007,14,2025-01-03
RET001059,PROD00034,Customer Changed Mind,WH002,8,2026-01-02
RET001060,PROD00394,Quality Issue,WH003,6,2026-03-09
RET001061,PROD00235,Damaged,WH007,3,2025-06-06
RET001062,PROD00302,Wrong Item,WH002,8,2025-01-29
RET001063,PROD00359,Late Delivery,WH001,19,2025-01-22
RET001064,PROD00360,Wrong Item,WH005,16,2026-01-26
RET001065,PROD00129,Late Delivery,WH002,9,2025-07-18
RET001066,PROD00273,Damaged,WH003,9,2026-02-11
RET001067,PROD00179,Late Delivery,WH001,15,2026-03-31
RET001068,PROD00200,Wrong Item,WH005,10,2025-11-06
RET001069,PROD00324,Damaged,WH008,12,2025-10-19
RET001070,PROD00254,Quality Issue,WH007,3,2026-01-21
RET001071,PROD00452,Wrong Item,WH002,8,2026-02-12
RET001072,PROD00396,Wrong Item,WH003,20,2025-06-24
RET001073,PROD00103,Damaged,WH002,19,2026-01-18
RET001074,PROD00066,Quality Issue,WH002,2,2026-05-10
RET001075,PROD00120,Wrong Item,WH002,13,2025-07-18
RET001076,PROD00394,Customer Changed Mind,WH001,18,2025-12-14
RET001077,PROD00418,Wrong Item,WH007,16,2026-04-16
RET001078,PROD00145,Late Delivery,WH002,4,2025-02-04
RET001079,PROD00143,Customer Changed Mind,WH004,2,2025-08-18
RET001080,PROD00130,Late Delivery,WH006,17,2025-01-19
RET001081,PROD00257,Quality Issue,WH008,6,2025-03-31
RET001082,PROD00354,Customer Changed Mind,WH004,1,2025-03-26
RET001083,PROD00156,Wrong Item,WH001,3,2025-10-05
RET001084,PROD00323,Customer Changed Mind,WH001,12,2026-01-10
RET001085,PROD00062,Quality Issue,WH004,4,2025-06-13
RET001086,PROD00427,Customer Changed Mind,WH008,13,2025-03-22
RET001087,PROD00133,Quality Issue,WH008,6,2025-12-26
RET001088,PROD00272,Late Delivery,WH002,6,2025-07-10
RET001089,PROD00115,Quality Issue,WH006,1,2026-06-07
RET001090,PROD00316,Customer Changed Mind,WH005,4,2025-09-12
RET001091,PROD00202,Damaged,WH006,19,2025-02-25
RET001092,PROD00072,Wrong Item,WH003,9,2025-07-11
RET001093,PROD00169,Late Delivery,WH005,9,2025-07-02
RET001094,PROD00206,Quality Issue,WH007,3,2025-01-29
RET001095,PROD00283,Customer Changed Mind,WH003,5,2025-12-20
RET001096,PROD00395,Damaged,WH008,13,2025-05-18
RET001097,PROD00299,Customer Changed Mind,WH007,3,2025-10-12
RET001098,PROD00412,Customer Changed Mind,WH003,12,2025-07-12
RET001099,PROD00313,Customer Changed Mind,WH002,10,2025-12-12
RET001100,PROD00193,Wrong Item,WH002,4,2025-08-13
RET001101,PROD00118,Wrong Item,WH005,12,2026-05-10
RET001102,PROD00241,Damaged,WH006,3,2026-01-22
RET001103,PROD00342,Wrong Item,WH001,17,2026-06-09
RET001104,PROD00139,Customer Changed Mind,WH007,4,2025-02-09
RET001105,PROD00049,Customer Changed Mind,WH001,17,2026-04-08
RET001106,PROD00472,Damaged,WH004,11,2026-05-22
RET001107,PROD00077,Customer Changed Mind,WH005,15,2025-08-18
RET001108,PROD00076,Wrong Item,WH005,5,2025-07-20
RET001109,PROD00105,Late Delivery,WH008,2,2025-03-02
RET001110,PROD00172,Quality Issue,WH006,19,2025-08-17
RET001111,PROD00109,Customer Changed Mind,WH003,11,2026-01-19
RET001112,PROD00364,Damaged,WH008,6,2026-05-05
RET001113,PROD00112,Customer Changed Mind,WH003,20,2026-05-06
RET001114,PROD00402,Late Delivery,WH007,19,2025-01-02
RET001115,PROD00484,Damaged,WH008,5,2025-03-15
RET001116,PROD00295,Wrong Item,WH008,2,2025-03-29
RET001117,PROD00246,Quality Issue,WH002,13,2025-07-05
RET001118,PROD00171,Damaged,WH007,16,2026-05-16
RET001119,PROD00322,Quality Issue,WH001,5,2025-07-05
RET001120,PROD00436,Late Delivery,WH002,2,2025-05-29
RET001121,PROD00405,Quality Issue,WH003,4,2025-06-19
RET001122,PROD00490,Customer Changed Mind,WH004,1,2025-01-17
RET001123,PROD00159,Wrong Item,WH001,19,2025-07-31
RET001124,PROD00471,Late Delivery,WH004,4,2025-03-30
RET001125,PROD00152,Customer Changed Mind,WH005,3,2025-09-01
RET001126,PROD00128,Wrong Item,WH002,3,2025-12-04
RET001127,PROD00393,Customer Changed Mind,WH003,8,2026-06-13
RET001128,PROD00072,Quality Issue,WH004,3,2025-02-24
RET001129,PROD00095,Customer Changed Mind,WH008,5,2025-08-24
RET001130,PROD00339,Quality Issue,WH003,17,2026-06-16
RET001131,PROD00243,Quality Issue,WH002,7,2026-04-07
RET001132,PROD00401,Late Delivery,WH003,8,2025-02-11
RET001133,PROD00371,Quality Issue,WH007,17,2026-06-04
RET001134,PROD00250,Customer Changed Mind,WH001,1,2025-01-24
RET001135,PROD00447,Quality Issue,WH007,10,2026-05-11
RET001136,PROD00485,Quality Issue,WH008,2,2025-06-11
RET001137,PROD00249,Customer Changed Mind,WH006,5,2026-04-19
RET001138,PROD00063,Wrong Item,WH002,7,2026-01-18
RET001139,PROD00419,Late Delivery,WH005,3,2026-06-21
RET001140,PROD00334,Damaged,WH008,9,2025-08-20
RET001141,PROD00432,Customer Changed Mind,WH006,4,2025-09-14
RET001142,PROD00074,Late Delivery,WH005,6,2026-01-03
RET001143,PROD00165,Wrong Item,WH005,9,2025-08-17
RET001144,PROD00434,Wrong Item,WH006,18,2025-02-12
RET001145,PROD00049,Late Delivery,WH006,3,2026-06-03
RET001146,PROD00104,Customer Changed Mind,WH003,4,2025-01-10
RET001147,PROD00151,Damaged,WH001,17,2026-03-31
RET001148,PROD00343,Late Delivery,WH006,8,2026-04-09
RET001149,PROD00024,Late Delivery,WH007,10,2025-03-24
RET001150,PROD00027,Damaged,WH008,5,2026-02-11
RET001151,PROD00119,Late Delivery,WH008,16,2025-12-13
RET001152,PROD00433,Late Delivery,WH004,17,2026-05-26
RET001153,PROD00427,Quality Issue,WH007,18,2025-05-02
RET001154,PROD00359,Late Delivery,WH004,5,2025-08-19
RET001155,PROD00337,Quality Issue,WH002,4,2025-10-09
RET001156,PROD00210,Damaged,WH007,5,2025-01-12
RET001157,PROD00270,Customer Changed Mind,WH008,9,2025-04-27
RET001158,PROD00228,Quality Issue,WH004,3,2025-10-19
RET001159,PROD00054,Customer Changed Mind,WH002,12,2026-03-06
RET001160,PROD00050,Quality Issue,WH005,20,2025-03-17
RET001161,PROD00142,Customer Changed Mind,WH001,16,2025-04-28
RET001162,PROD00163,Late Delivery,WH005,11,2025-02-18
RET001163,PROD00194,Customer Changed Mind,WH007,10,2025-04-29
RET001164,PROD00037,Wrong Item,WH001,13,2025-07-05
RET001165,PROD00336,Damaged,WH001,4,2026-03-12
RET001166,PROD00498,Late Delivery,WH005,6,2026-05-06
RET001167,PROD00477,Wrong Item,WH005,14,2025-11-24
RET001168,PROD00395,Damaged,WH004,2,2026-04-21
RET001169,PROD00269,Late Delivery,WH008,7,2026-01-27
RET001170,PROD00171,Customer Changed Mind,WH008,12,2025-01-26
RET001171,PROD00381,Late Delivery,WH004,6,2025-07-17
RET001172,PROD00270,Wrong Item,WH006,20,2025-10-07
RET001173,PROD00043,Damaged,WH004,7,2026-01-05
RET001174,PROD00179,Damaged,WH007,20,2025-08-20
RET001175,PROD00494,Late Delivery,WH004,5,2026-01-17
RET001176,PROD00188,Wrong Item,WH005,14,2025-09-08
RET001177,PROD00344,Late Delivery,WH006,4,2025-08-13
RET001178,PROD00230,Customer Changed Mind,WH008,18,2026-03-05
RET001179,PROD00267,Wrong Item,WH008,16,2026-06-13
RET001180,PROD00016,Wrong Item,WH001,10,2026-05-09
RET001181,PROD00135,Customer Changed Mind,WH008,4,2025-08-24
RET001182,PROD00322,Customer Changed Mind,WH005,5,2026-05-30
RET001183,PROD00005,Damaged,WH007,20,2026-04-22
RET001184,PROD00323,Late Delivery,WH007,10,2026-03-12
RET001185,PROD00323,Late Delivery,WH004,20,2025-12-30
RET001186,PROD00038,Customer Changed Mind,WH005,1,2025-06-16
RET001187,PROD00057,Late Delivery,WH008,14,2025-07-28
RET001188,PROD00365,Late Delivery,WH006,9,2026-02-16
RET001189,PROD00001,Damaged,WH007,13,2025-11-10
RET001190,PROD00074,Customer Changed Mind,WH005,5,2026-06-15
RET001191,PROD00315,Wrong Item,WH003,17,2025-12-15
RET001192,PROD00413,Quality Issue,WH004,1,2025-07-13
RET001193,PROD00327,Damaged,WH002,18,2025-01-31
RET001194,PROD00317,Wrong Item,WH002,7,2026-05-17
RET001195,PROD00002,Damaged,WH003,2,2025-07-13
RET001196,PROD00298,Late Delivery,WH007,11,2025-01-30
RET001197,PROD00183,Wrong Item,WH004,18,2026-04-04
RET001198,PROD00095,Damaged,WH007,2,2026-03-16
RET001199,PROD00230,Customer Changed Mind,WH007,3,2025-03-20
RET001200,PROD00157,Wrong Item,WH007,9,2025-04-21
