shipment_id,po_number,carrier,warehouse_id,destination,status,eta
SHP000674,PO002497,XPO Logistics,WH008,"Chicago, IL",In Transit,2025-12-06
SHP000675,PO001879,Ryder,WH008,"Chicago, IL",Delivered,2025-01-27
SHP000676,PO002537,FedEx,WH001,"Atlanta, GA",Exception,2025-10-21
SHP000677,PO002020,Ryder,WH008,"New York, NY",Delivered,2025-12-25
SHP000678,PO002291,DHL,WH006,"Dallas, TX",Delivered,2026-01-18
SHP000679,PO002610,Ryder,WH006,"Chicago, IL",Delayed,2026-01-01
SHP000680,PO002472,UPS,WH006,"Chicago, IL",Exception,2025-09-20
SHP000681,PO002631,XPO Logistics,WH004,"Chicago, IL",In Transit,2025-04-09
SHP000682,PO001431,DHL,WH008,"Chicago, IL",Delayed,2025-05-25
SHP000683,PO000243,FedEx,WH003,"New York, NY",Delivered,2025-06-15
SHP000684,PO001838,UPS,WH007,"Atlanta, GA",Delivered,2026-04-15
SHP000685,PO000145,Ryder,WH005,"Chicago, IL",Delivered,2025-09-07
SHP000686,PO000621,Ryder,WH006,"Seattle, WA",Delivered,2025-11-16
SHP000687,PO001970,FedEx,WH005,"Atlanta, GA",Delivered,2025-09-08
SHP000688,PO000515,Ryder,WH006,"Chicago, IL",Exception,2025-05-21
SHP000689,PO000581,FedEx,WH003,"Atlanta, GA",Delivered,2025-08-12
SHP000690,PO000665,FedEx,WH001,"Dallas, TX",Delivered,2025-08-13
SHP000691,PO002971,FedEx,WH005,"Seattle, WA",Delivered,2025-08-04
SHP000692,PO002424,UPS,WH002,"Atlanta, GA",Delayed,2025-11-11
SHP000693,PO001032,Ryder,WH008,"New York, NY",In Transit,2026-04-22
SHP000694,PO000226,DHL,WH003,"Chicago, IL",Delivered,2026-01-16
SHP000695,PO001624,FedEx,WH003,"Seattle, WA",Exception,2026-05-01
SHP000696,PO000633,J.B. Hunt,WH008,"Seattle, WA",Delivered,2025-11-10
SHP000697,PO000115,XPO Logistics,WH003,"Atlanta, GA",Exception,2026-06-15
SHP000698,PO001500,Ryder,WH005,"Dallas, TX",Exception,2026-03-23
SHP000699,PO001196,DHL,WH001,"Seattle, WA",Delivered,2025-08-05
SHP000700,PO002541,J.B. Hunt,WH007,"Seattle, WA",Exception,2025-10-24
SHP000701,PO002470,Ryder,WH007,"Chicago, IL",In Transit,2026-04-03
SHP000702,PO001654,J.B. Hunt,WH001,"Dallas, TX",In Transit,2026-02-25
SHP000703,PO001619,FedEx,WH005,"Seattle, WA",Exception,2025-04-26
SHP000704,PO002096,Ryder,WH006,"Chicago, IL",Delayed,2025-02-18
SHP000705,PO002850,FedEx,WH002,"Chicago, IL",In Transit,2025-02-16
SHP000706,PO002861,Ryder,WH005,"Chicago, IL",Exception,2025-01-09
SHP000707,PO001978,J.B. Hunt,WH004,"Chicago, IL",In Transit,2026-01-14
SHP000708,PO001991,J.B. Hunt,WH002,"Atlanta, GA",In Transit,2025-08-04
SHP000709,PO000193,FedEx,WH007,"Dallas, TX",In Transit,2025-08-06
SHP000710,PO002906,Ryder,WH008,"Atlanta, GA",Exception,2026-02-20
SHP000711,PO000971,J.B. Hunt,WH008,"Dallas, TX",Delayed,2026-02-28
SHP000712,PO001892,FedEx,WH006,"Dallas, TX",Exception,2025-04-28
SHP000713,PO002559,DHL,WH008,"New York, NY",Delivered,2025-05-01
SHP000714,PO002196,UPS,WH001,"Chicago, IL",Exception,2025-05-12
SHP000715,PO000760,DHL,WH006,"New York, NY",Exception,2025-05-01
SHP000716,PO001437,UPS,WH007,"Atlanta, GA",Exception,2025-01-11
SHP000717,PO001211,XPO Logistics,WH003,"Atlanta, GA",In Transit,2025-08-04
SHP000718,PO001540,J.B. Hunt,WH005,"Seattle, WA",Delayed,2026-06-06
SHP000719,PO001719,FedEx,WH005,"Seattle, WA",In Transit,2026-04-02
SHP000720,PO001347,FedEx,WH001,"Atlanta, GA",Exception,2025-12-21
SHP000721,PO001291,FedEx,WH008,"New York, NY",Exception,2025-03-09
SHP000722,PO000601,DHL,WH001,"Dallas, TX",Delayed,2025-11-11
SHP000723,PO002337,DHL,WH005,"Chicago, IL",In Transit,2026-05-15
SHP000724,PO000602,UPS,WH008,"New York, NY",Delayed,2025-11-11
SHP000725,PO002118,XPO Logistics,WH007,"Dallas, TX",In Transit,2026-02-20
SHP000726,PO000149,J.B. Hunt,WH007,"Seattle, WA",Delayed,2025-11-13
SHP000727,PO000582,J.B. Hunt,WH002,"Seattle, WA",Delivered,2025-05-03
SHP000728,PO001383,UPS,WH008,"Seattle, WA",Delivered,2026-06-23
SHP000729,PO000666,XPO Logistics,WH008,"Atlanta, GA",In Transit,2025-10-30
SHP000730,PO002662,J.B. Hunt,WH005,"Atlanta, GA",Exception,2026-03-25
SHP000731,PO002089,UPS,WH004,"Dallas, TX",In Transit,2026-04-19
SHP000732,PO002552,XPO Logistics,WH008,"Atlanta, GA",Delivered,2025-11-22
SHP000733,PO000490,UPS,WH006,"Atlanta, GA",Delayed,2025-05-04
SHP000734,PO001802,Ryder,WH008,"New York, NY",Delayed,2025-12-18
SHP000735,PO000996,Ryder,WH008,"New York, NY",Exception,2025-01-31
SHP000736,PO000508,XPO Logistics,WH001,"Atlanta, GA",Delivered,2026-05-03
SHP000737,PO002992,UPS,WH001,"Dallas, TX",Delayed,2025-12-12
SHP000738,PO000017,UPS,WH002,"Atlanta, GA",Delivered,2026-05-12
SHP000739,PO000887,XPO Logistics,WH003,"Atlanta, GA",Delivered,2025-06-04
SHP000740,PO000239,Ryder,WH003,"New York, NY",In Transit,2025-04-22
SHP000741,PO002306,XPO Logistics,WH003,"Atlanta, GA",Delayed,2026-01-27
SHP000742,PO001511,DHL,WH006,"Chicago, IL",Delivered,2026-01-11
SHP000743,PO001727,XPO Logistics,WH008,"Atlanta, GA",Delayed,2025-04-18
SHP000744,PO001516,DHL,WH003,"Seattle, WA",Delayed,2026-03-18
SHP000745,PO001660,Ryder,WH005,"Chicago, IL",Delayed,2025-06-09
SHP000746,PO002609,UPS,WH003,"Chicago, IL",Exception,2025-11-12
SHP000747,PO001963,UPS,WH001,"Atlanta, GA",Delivered,2025-07-09
SHP000748,PO002984,XPO Logistics,WH005,"New York, NY",Delivered,2025-01-04
SHP000749,PO000422,XPO Logistics,WH003,"Seattle, WA",Exception,2025-02-12
SHP000750,PO001206,Ryder,WH001,"Dallas, TX",Delayed,2025-06-10
SHP000751,PO000540,XPO Logistics,WH007,"Dallas, TX",Delayed,2026-06-10
SHP000752,PO000334,UPS,WH008,"Chicago, IL",Exception,2026-04-08
SHP000753,PO000851,FedEx,WH004,"Chicago, IL",Delayed,2025-02-04
SHP000754,PO002250,XPO Logistics,WH004,"Chicago, IL",Delivered,2025-12-17
SHP000755,PO000528,Ryder,WH001,"Seattle, WA",Delivered,2026-01-19
SHP000756,PO000954,XPO Logistics,WH007,"Dallas, TX",Delayed,2025-02-12
SHP000757,PO002591,J.B. Hunt,WH005,"Atlanta, GA",Delayed,2026-07-08
SHP000758,PO000125,UPS,WH007,"Atlanta, GA",Delayed,2025-05-10
SHP000759,PO000149,FedEx,WH001,"Dallas, TX",Delayed,2025-03-15
SHP000760,PO002892,J.B. Hunt,WH007,"Seattle, WA",In Transit,2025-02-03
SHP000761,PO000160,DHL,WH001,"Seattle, WA",Exception,2025-02-04
SHP000762,PO002595,UPS,WH002,"Atlanta, GA",In Transit,2025-09-08
SHP000763,PO002839,DHL,WH002,"New York, NY",Delivered,2026-04-23
SHP000764,PO002960,J.B. Hunt,WH003,"New York, NY",Exception,2026-04-30
SHP000765,PO000340,DHL,WH007,"Atlanta, GA",Exception,2025-01-29
SHP000766,PO001223,DHL,WH004,"Atlanta, GA",In Transit,2025-03-24
SHP000767,PO002761,FedEx,WH008,"Dallas, TX",In Transit,2025-07-03
SHP000768,PO000165,FedEx,WH001,"Seattle, WA",Delayed,2025-08-11
SHP000769,PO002585,UPS,WH003,"New York, NY",Exception,2025-06-22
SHP000770,PO001760,J.B. Hunt,WH006,"New York, NY",Exception,2025-09-17
SHP000771,PO001086,XPO Logistics,WH005,"Chicago, IL",In Transit,2026-02-14
SHP000772,PO001335,FedEx,WH008,"Seattle, WA",Exception,2025-02-03
SHP000773,PO000431,XPO Logistics,WH004,"New York, NY",Exception,2026-06-27
SHP000774,PO000386,FedEx,WH002,"Chicago, IL",Delivered,2025-05-01
SHP000775,PO002650,UPS,WH003,"Chicago, IL",Delivered,2025-12-25
SHP000776,PO002241,UPS,WH003,"Chicago, IL",In Transit,2026-01-08
SHP000777,PO001291,DHL,WH001,"Atlanta, GA",Exception,2026-05-21
SHP000778,PO001752,FedEx,WH007,"Chicago, IL",Delayed,2026-06-21
SHP000779,PO002809,DHL,WH007,"New York, NY",In Transit,2025-09-28
SHP000780,PO002499,FedEx,WH005,"Dallas, TX",Delayed,2026-02-24
SHP000781,PO001624,FedEx,WH007,"Atlanta, GA",In Transit,2026-03-05
SHP000782,PO001287,UPS,WH008,"New York, NY",Delayed,2025-11-15
SHP000783,PO000315,Ryder,WH008,"Dallas, TX",In Transit,2025-07-21
SHP000784,PO002108,DHL,WH007,"Dallas, TX",In Transit,2025-05-04
SHP000785,PO002672,DHL,WH008,"Seattle, WA",Exception,2025-02-05
SHP000786,PO000877,UPS,WH007,"Atlanta, GA",Delivered,2025-02-21
SHP000787,PO001867,FedEx,WH001,"Atlanta, GA",Delayed,2025-10-28
SHP000788,PO001661,XPO Logistics,WH001,"Chicago, IL",In Transit,2026-05-17
SHP000789,PO000879,FedEx,WH006,"Dallas, TX",Exception,2026-04-15
SHP000790,PO001234,XPO Logistics,WH003,"Chicago, IL",In Transit,2025-11-26
SHP000791,PO002992,DHL,WH007,"Atlanta, GA",Exception,2025-07-11
SHP000792,PO002604,FedEx,WH005,"New York, NY",Delayed,2026-02-11
SHP000793,PO000225,FedEx,WH001,"Seattle, WA",Delayed,2025-03-30
SHP000794,PO002495,Ryder,WH004,"Chicago, IL",Delayed,2026-02-07
SHP000795,PO002858,XPO Logistics,WH002,"Dallas, TX",In Transit,2026-02-18
SHP000796,PO000453,J.B. Hunt,WH006,"Dallas, TX",Delivered,2026-05-19
SHP000797,PO002606,J.B. Hunt,WH003,"Seattle, WA",In Transit,2025-12-22
SHP000798,PO002685,XPO Logistics,WH005,"Chicago, IL",In Transit,2025-03-21
SHP000799,PO001730,J.B. Hunt,WH003,"Atlanta, GA",In Transit,2025-05-14
SHP000800,PO001772,DHL,WH002,"New York, NY",In Transit,2026-07-14
SHP000801,PO001033,XPO Logistics,WH007,"Dallas, TX",Exception,2025-12-05
SHP000802,PO002176,DHL,WH008,"Chicago, IL",Exception,2026-02-19
SHP000803,PO000053,DHL,WH004,"Seattle, WA",In Transit,2025-09-22
SHP000804,PO000779,XPO Logistics,WH004,"Chicago, IL",Exception,2025-01-15
SHP000805,PO001067,J.B. Hunt,WH004,"Chicago, IL",Delayed,2025-02-18
SHP000806,PO001135,UPS,WH007,"Dallas, TX",Exception,2026-06-08
SHP000807,PO001041,XPO Logistics,WH007,"New York, NY",Delayed,2025-07-06
SHP000808,PO002244,Ryder,WH001,"New York, NY",Exception,2026-01-27
SHP000809,PO002705,J.B. Hunt,WH006,"Seattle, WA",Delivered,2026-05-08
SHP000810,PO000112,FedEx,WH001,"Dallas, TX",Delayed,2025-09-02
SHP000811,PO000953,XPO Logistics,WH006,"Dallas, TX",In Transit,2025-05-27
SHP000812,PO002854,Ryder,WH001,"Atlanta, GA",In Transit,2026-02-23
SHP000813,PO002937,J.B. Hunt,WH003,"New York, NY",Exception,2025-01-06
SHP000814,PO001342,UPS,WH008,"Dallas, TX",Delivered,2025-08-29
SHP000815,PO001389,Ryder,WH002,"Chicago, IL",Delayed,2025-05-26
SHP000816,PO000123,XPO Logistics,WH003,"Seattle, WA",Exception,2025-10-23
SHP000817,PO000850,Ryder,WH003,"Seattle, WA",In Transit,2025-06-29
SHP000818,PO000195,DHL,WH003,"Seattle, WA",Delayed,2025-12-02
SHP000819,PO001956,J.B. Hunt,WH004,"Chicago, IL",Exception,2025-05-09
SHP000820,PO002883,UPS,WH003,"Atlanta, GA",Exception,2026-06-08
SHP000821,PO002336,UPS,WH002,"New York, NY",Delivered,2026-04-28
SHP000822,PO001992,FedEx,WH007,"Dallas, TX",Delayed,2026-05-30
SHP000823,PO002098,FedEx,WH001,"Atlanta, GA",Delivered,2026-06-03
SHP000824,PO000211,UPS,WH007,"Chicago, IL",Delivered,2025-08-01
SHP000825,PO001365,DHL,WH005,"Atlanta, GA",Exception,2025-05-31
SHP000826,PO001783,XPO Logistics,WH006,"New York, NY",In Transit,2025-07-10
SHP000827,PO000316,XPO Logistics,WH008,"Chicago, IL",Delayed,2025-05-20
SHP000828,PO002829,UPS,WH003,"Chicago, IL",In Transit,2026-05-11
SHP000829,PO000821,DHL,WH004,"Chicago, IL",Delivered,2025-11-19
SHP000830,PO000283,FedEx,WH007,"New York, NY",Delayed,2025-02-21
SHP000831,PO001650,J.B. Hunt,WH008,"Atlanta, GA",In Transit,2025-07-10
SHP000832,PO002329,FedEx,WH007,"Atlanta, GA",Delayed,2025-04-09
SHP000833,PO002683,FedEx,WH007,"Chicago, IL",Delivered,2026-03-09
SHP000834,PO001885,FedEx,WH004,"Chicago, IL",Delayed,2025-11-29
SHP000835,PO002288,Ryder,WH001,"Atlanta, GA",Exception,2026-03-13
SHP000836,PO001315,UPS,WH007,"Seattle, WA",Exception,2025-11-28
SHP000837,PO001197,FedEx,WH002,"New York, NY",Delayed,2026-05-06
SHP000838,PO002905,UPS,WH001,"Seattle, WA",Delivered,2025-08-06
SHP000839,PO001475,Ryder,WH002,"New York, NY",In Transit,2025-07-17
SHP000840,PO002205,DHL,WH007,"Atlanta, GA",Delivered,2026-07-05
SHP000841,PO002251,XPO Logistics,WH004,"Seattle, WA",Delayed,2025-02-25
SHP000842,PO001652,XPO Logistics,WH008,"Seattle, WA",Delayed,2025-03-06
SHP000843,PO002852,J.B. Hunt,WH002,"New York, NY",Delayed,2025-12-30
SHP000844,PO000320,J.B. Hunt,WH008,"Seattle, WA",Exception,2026-02-27
SHP000845,PO001503,UPS,WH004,"Seattle, WA",Delivered,2025-07-08
SHP000846,PO001004,J.B. Hunt,WH006,"Dallas, TX",Delayed,2025-11-10
SHP000847,PO001179,XPO Logistics,WH001,"Atlanta, GA",Delayed,2025-08-29
SHP000848,PO002660,UPS,WH005,"New York, NY",In Transit,2025-09-15
SHP000849,PO002839,UPS,WH007,"Chicago, IL",Delivered,2026-03-05
SHP000850,PO002974,XPO Logistics,WH008,"Atlanta, GA",Delivered,2026-05-25
SHP000851,PO001451,UPS,WH003,"Dallas, TX",Delayed,2025-06-01
SHP000852,PO000266,UPS,WH002,"New York, NY",In Transit,2025-11-05
SHP000853,PO002909,J.B. Hunt,WH002,"New York, NY",Exception,2025-07-16
SHP000854,PO000138,DHL,WH008,"Chicago, IL",Delivered,2025-08-27
SHP000855,PO001239,DHL,WH002,"Dallas, TX",Delivered,2026-04-10
SHP000856,PO002487,J.B. Hunt,WH004,"New York, NY",In Transit,2026-01-10
SHP000857,PO002050,J.B. Hunt,WH004,"Chicago, IL",Delayed,2025-01-16
SHP000858,PO001428,FedEx,WH001,"Atlanta, GA",In Transit,2026-05-01
SHP000859,PO000179,Ryder,WH006,"Dallas, TX",Delayed,2025-08-01
SHP000860,PO000828,Ryder,WH007,"Chicago, IL",In Transit,2025-11-22
SHP000861,PO001942,FedEx,WH008,"Dallas, TX",Delayed,2025-08-19
SHP000862,PO002504,UPS,WH004,"Atlanta, GA",Delivered,2026-01-25
SHP000863,PO000483,Ryder,WH002,"Atlanta, GA",Delayed,2026-04-02
SHP000864,PO002623,UPS,WH003,"Atlanta, GA",Delayed,2025-08-05
SHP000865,PO002539,XPO Logistics,WH007,"New York, NY",Delayed,2025-04-21
SHP000866,PO002407,FedEx,WH007,"New York, NY",In Transit,2025-05-31
SHP000867,PO000382,DHL,WH001,"Chicago, IL",In Transit,2025-09-18
SHP000868,PO001724,XPO Logistics,WH002,"New York, NY",Delayed,2025-12-21
SHP000869,PO001613,J.B. Hunt,WH002,"Seattle, WA",Exception,2025-04-13
SHP000870,PO002654,DHL,WH004,"Dallas, TX",In Transit,2026-01-14
SHP000871,PO001263,UPS,WH007,"Atlanta, GA",Delayed,2025-11-26
SHP000872,PO002921,UPS,WH007,"Dallas, TX",Delivered,2025-07-25
SHP000873,PO000410,XPO Logistics,WH005,"Seattle, WA",In Transit,2026-03-01
SHP000874,PO002025,FedEx,WH007,"Dallas, TX",Delivered,2026-03-18
SHP000875,PO002825,UPS,WH004,"Seattle, WA",Delayed,2025-10-07
SHP000876,PO001117,Ryder,WH004,"Seattle, WA",Delivered,2026-05-11
SHP000877,PO002443,UPS,WH008,"Atlanta, GA",Exception,2025-03-22
SHP000878,PO001842,XPO Logistics,WH006,"Chicago, IL",Exception,2025-01-05
SHP000879,PO002398,FedEx,WH008,"New York, NY",Delivered,2025-06-28
SHP000880,PO000771,Ryder,WH007,"New York, NY",Delayed,2025-01-01
SHP000881,PO001652,J.B. Hunt,WH007,"Seattle, WA",Exception,2025-05-24
SHP000882,PO000610,DHL,WH002,"New York, NY",In Transit,2025-02-23
SHP000883,PO000376,J.B. Hunt,WH004,"Dallas, TX",Exception,2025-06-23
SHP000884,PO001766,XPO Logistics,WH008,"Atlanta, GA",Delivered,2026-01-22
SHP000885,PO000004,XPO Logistics,WH005,"Dallas, TX",Exception,2025-09-22
SHP000886,PO001364,Ryder,WH006,"Atlanta, GA",Delivered,2025-05-28
SHP000887,PO001373,XPO Logistics,WH006,"Atlanta, GA",In Transit,2025-05-04
SHP000888,PO000082,XPO Logistics,WH002,"Seattle, WA",Delivered,2025-09-24
SHP000889,PO001926,Ryder,WH004,"New York, NY",Delivered,2025-10-30
SHP000890,PO000690,UPS,WH008,"Chicago, IL",Delayed,2025-02-20
SHP000891,PO000731,DHL,WH005,"Atlanta, GA",Exception,2026-05-04
SHP000892,PO000357,J.B. Hunt,WH001,"New York, NY",Exception,2026-03-05
SHP000893,PO001487,DHL,WH003,"Atlanta, GA",Delayed,2025-04-02
SHP000894,PO000170,XPO Logistics,WH004,"Seattle, WA",Delivered,2025-12-28
SHP000895,PO001065,J.B. Hunt,WH006,"Atlanta, GA",Delivered,2025-08-12
SHP000896,PO001953,J.B. Hunt,WH003,"Chicago, IL",In Transit,2026-06-04
SHP000897,PO001333,UPS,WH007,"Seattle, WA",Delivered,2025-08-04
SHP000898,PO000302,UPS,WH006,"New York, NY",In Transit,2025-11-13
SHP000899,PO001212,J.B. Hunt,WH008,"Seattle, WA",Delayed,2025-04-21
SHP000900,PO001258,J.B. Hunt,WH006,"New York, NY",Exception,2025-09-11
SHP000901,PO000143,UPS,WH006,"Atlanta, GA",Exception,2025-06-01
SHP000902,PO002166,Ryder,WH007,"Chicago, IL",In Transit,2026-05-15
SHP000903,PO001479,UPS,WH008,"Dallas, TX",Exception,2026-02-19
SHP000904,PO001343,FedEx,WH007,"Atlanta, GA",Delivered,2026-04-18
SHP000905,PO002657,J.B. Hunt,WH006,"Atlanta, GA",In Transit,2025-12-17
SHP000906,PO002225,DHL,WH001,"Seattle, WA",In Transit,2025-10-03
SHP000907,PO002970,Ryder,WH003,"New York, NY",Delayed,2026-05-30
SHP000908,PO000889,XPO Logistics,WH004,"Dallas, TX",Delayed,2026-07-06
SHP000909,PO002186,J.B. Hunt,WH006,"Atlanta, GA",Exception,2025-06-04
SHP000910,PO001065,XPO Logistics,WH004,"New York, NY",Delayed,2025-05-05
SHP000911,PO002900,FedEx,WH005,"New York, NY",Delayed,2025-08-13
SHP000912,PO002081,UPS,WH002,"Atlanta, GA",Delivered,2025-09-27
SHP000913,PO001707,Ryder,WH001,"New York, NY",Delayed,2025-11-14
SHP000914,PO001189,XPO Logistics,WH003,"Atlanta, GA",Exception,2026-04-19
SHP000915,PO001954,DHL,WH008,"Atlanta, GA",In Transit,2026-07-18
SHP000916,PO000770,FedEx,WH006,"Chicago, IL",Delivered,2025-11-13
SHP000917,PO002680,FedEx,WH004,"Atlanta, GA",Exception,2026-04-22
SHP000918,PO000596,XPO Logistics,WH007,"Chicago, IL",Delayed,2026-04-18
SHP000919,PO000642,Ryder,WH008,"New York, NY",Delivered,2026-04-09
SHP000920,PO001738,FedEx,WH001,"New York, NY",Exception,2025-11-25
SHP000921,PO002498,Ryder,WH006,"Dallas, TX",Delivered,2026-02-09
SHP000922,PO000916,XPO Logistics,WH003,"Chicago, IL",Delayed,2025-01-24
SHP000923,PO000398,FedEx,WH006,"Dallas, TX",Delayed,2026-02-22
SHP000924,PO002070,Ryder,WH002,"Seattle, WA",Delayed,2025-05-02
SHP000925,PO002202,UPS,WH003,"Chicago, IL",Delivered,2026-06-10
SHP000926,PO002401,DHL,WH002,"Chicago, IL",Delivered,2025-05-27
SHP000927,PO002992,UPS,WH006,"Dallas, TX",Delivered,2025-01-05
SHP000928,PO002858,DHL,WH008,"Atlanta, GA",Delivered,2025-04-06
SHP000929,PO001521,J.B. Hunt,WH001,"Atlanta, GA",Exception,2025-06-30
SHP000930,PO000071,UPS,WH004,"Seattle, WA",Delayed,2025-11-26
SHP000931,PO001126,DHL,WH008,"Atlanta, GA",In Transit,2025-01-29
SHP000932,PO001451,DHL,WH007,"New York, NY",Exception,2025-10-27
SHP000933,PO000464,UPS,WH007,"Chicago, IL",Delayed,2025-10-18
SHP000934,PO001444,UPS,WH005,"Seattle, WA",In Transit,2025-08-04
SHP000935,PO001982,J.B. Hunt,WH001,"Chicago, IL",Delayed,2025-03-09
SHP000936,PO001623,UPS,WH001,"New York, NY",Delayed,2026-07-29
SHP000937,PO002468,FedEx,WH004,"Dallas, TX",In Transit,2025-10-29
SHP000938,PO002364,FedEx,WH007,"Atlanta, GA",Delivered,2026-03-09
SHP000939,PO002970,UPS,WH006,"New York, NY",Delayed,2025-02-12
SHP000940,PO002837,FedEx,WH008,"Seattle, WA",In Transit,2025-10-25
SHP000941,PO001019,DHL,WH004,"Dallas, TX",In Transit,2025-07-28
SHP000942,PO002125,J.B. Hunt,WH003,"Dallas, TX",Exception,2025-04-24
SHP000943,PO002440,XPO Logistics,WH001,"Seattle, WA",In Transit,2025-04-05
SHP000944,PO000330,UPS,WH002,"New York, NY",In Transit,2025-06-18
SHP000945,PO000401,Ryder,WH002,"Dallas, TX",Exception,2026-04-18
SHP000946,PO002832,FedEx,WH003,"Chicago, IL",Delivered,2026-07-12
SHP000947,PO001980,J.B. Hunt,WH008,"Dallas, TX",In Transit,2026-02-13
SHP000948,PO002615,XPO Logistics,WH006,"Chicago, IL",In Transit,2025-12-31
SHP000949,PO001244,DHL,WH005,"Dallas, TX",Delayed,2026-03-10
SHP000950,PO000813,DHL,WH005,"Seattle, WA",Delivered,2025-07-13
SHP000951,PO001732,XPO Logistics,WH004,"New York, NY",In Transit,2026-06-20
SHP000952,PO001144,DHL,WH001,"Chicago, IL",Exception,2025-06-16
SHP000953,PO002780,Ryder,WH005,"New York, NY",In Transit,2026-05-30
SHP000954,PO000920,UPS,WH002,"Seattle, WA",In Transit,2025-02-28
SHP000955,PO000284,DHL,WH006,"Dallas, TX",Delayed,2025-03-19
SHP000956,PO000876,Ryder,WH004,"New York, NY",Delivered,2025-01-25
SHP000957,PO002885,UPS,WH007,"New York, NY",Delayed,2026-05-06
SHP000958,PO001844,UPS,WH002,"Dallas, TX",In Transit,2025-12-15
SHP000959,PO002974,UPS,WH004,"Chicago, IL",Exception,2026-05-08
SHP000960,PO002541,XPO Logistics,WH006,"Chicago, IL",In Transit,2026-04-01
SHP000961,PO000553,Ryder,WH001,"Chicago, IL",Delayed,2026-07-08
SHP000962,PO001754,XPO Logistics,WH003,"Chicago, IL",Delayed,2026-02-03
SHP000963,PO001027,DHL,WH006,"Chicago, IL",Delayed,2026-07-15
SHP000964,PO002916,FedEx,WH002,"Atlanta, GA",Delivered,2025-03-17
SHP000965,PO000513,DHL,WH005,"Seattle, WA",Delayed,2025-11-07
SHP000966,PO002830,XPO Logistics,WH005,"Dallas, TX",In Transit,2025-01-05
SHP000967,PO000894,Ryder,WH008,"Dallas, TX",Delayed,2025-04-18
SHP000968,PO000371,UPS,WH002,"Seattle, WA",In Transit,2025-05-18
SHP000969,PO002235,J.B. Hunt,WH001,"Chicago, IL",Exception,2025-12-03
SHP000970,PO000114,Ryder,WH004,"New York, NY",Delayed,2025-09-15
SHP000971,PO000192,UPS,WH003,"Dallas, TX",Delivered,2025-01-27
SHP000972,PO001160,Ryder,WH001,"Chicago, IL",Delayed,2025-04-19
SHP000973,PO000404,J.B. Hunt,WH002,"Dallas, TX",Exception,2025-05-15
SHP000974,PO000506,UPS,WH006,"Seattle, WA",In Transit,2026-04-10
SHP000975,PO002025,FedEx,WH003,"Seattle, WA",Delayed,2026-01-01
SHP000976,PO002084,FedEx,WH001,"Seattle, WA",In Transit,2026-04-20
SHP000977,PO001792,UPS,WH001,"Chicago, IL",Exception,2025-08-05
SHP000978,PO000760,FedEx,WH008,"Seattle, WA",In Transit,2025-12-24
SHP000979,PO001930,J.B. Hunt,WH003,"Dallas, TX",Exception,2026-03-24
SHP000980,PO001673,DHL,WH007,"Chicago, IL",In Transit,2026-05-16
SHP000981,PO000004,UPS,WH005,"Atlanta, GA",Delivered,2025-08-01
SHP000982,PO000715,UPS,WH006,"Seattle, WA",Delayed,2026-07-30
SHP000983,PO002840,UPS,WH002,"New York, NY",Delayed,2026-02-12
SHP000984,PO001179,J.B. Hunt,WH001,"New York, NY",In Transit,2025-11-30
SHP000985,PO002860,FedEx,WH005,"Seattle, WA",Delayed,2025-11-01
SHP000986,PO002957,XPO Logistics,WH007,"Chicago, IL",Delayed,2025-08-02
SHP000987,PO000529,Ryder,WH003,"Atlanta, GA",Exception,2026-07-23
SHP000988,PO000563,J.B. Hunt,WH006,"New York, NY",Exception,2025-10-27
SHP000989,PO000581,XPO Logistics,WH007,"Seattle, WA",Exception,2025-11-16
SHP000990,PO002446,Ryder,WH008,"Seattle, WA",Delayed,2025-11-28
SHP000991,PO002667,FedEx,WH007,"Atlanta, GA",Delivered,2025-11-26
SHP000992,PO001755,XPO Logistics,WH007,"Atlanta, GA",Delivered,2026-02-10
SHP000993,PO001189,FedEx,WH006,"New York, NY",Delayed,2025-03-10
SHP000994,PO001504,J.B. Hunt,WH003,"Atlanta, GA",Delivered,2025-11-17
SHP000995,PO000123,XPO Logistics,WH001,"Atlanta, GA",Exception,2026-05-31
SHP000996,PO002229,DHL,WH007,"New York, NY",In Transit,2026-03-11
SHP000997,PO000916,FedEx,WH001,"Atlanta, GA",Exception,2026-01-01
SHP000998,PO002970,FedEx,WH007,"Chicago, IL",Exception,2026-02-22
SHP000999,PO002621,DHL,WH001,"Atlanta, GA",In Transit,2026-06-01
SHP001000,PO002490,UPS,WH008,"Atlanta, GA",Delivered,2026-03-04
SHP001001,PO001438,FedEx,WH003,"Chicago, IL",Delivered,2025-06-16
SHP001002,PO002195,FedEx,WH003,"Chicago, IL",Delayed,2025-06-28
SHP001003,PO000569,J.B. Hunt,WH005,"Atlanta, GA",Delivered,2025-06-28
SHP001004,PO000708,XPO Logistics,WH007,"Chicago, IL",Exception,2025-05-18
SHP001005,PO002118,DHL,WH008,"Atlanta, GA",Delayed,2025-04-09
SHP001006,PO000619,DHL,WH002,"Chicago, IL",Exception,2025-04-04
SHP001007,PO001253,DHL,WH004,"New York, NY",Delayed,2025-10-10
SHP001008,PO000920,Ryder,WH004,"Atlanta, GA",Delayed,2025-08-17
SHP001009,PO002580,XPO Logistics,WH006,"Chicago, IL",Delayed,2025-03-10
SHP001010,PO001821,UPS,WH003,"New York, NY",Delayed,2025-12-14
