order_id,customer_name,product_id,quantity,order_date,warehouse_id
SO0004557,FreshMart,PROD00228,22,2025-01-13,WH001
SO0004558,BlueWave Stores,PROD00438,32,2026-04-10,WH003
SO0004559,BlueWave Stores,PROD00213,32,2026-05-20,WH002
SO0004560,FreshMart,PROD00255,3,2025-01-28,WH008
SO0004561,SmartShop,PROD00106,33,2025-12-20,WH003
SO0004562,NorthStar Retail,PROD00086,37,2026-04-08,WH002
SO0004563,BlueWave Stores,PROD00482,9,2025-11-07,WH005
SO0004564,SmartShop,PROD00280,1,2025-09-17,WH004
SO0004565,BlueWave Stores,PROD00380,26,2025-12-04,WH002
SO0004566,MetroBasket,PROD00231,15,2025-09-17,WH004
SO0004567,FreshMart,PROD00415,16,2025-11-25,WH004
SO0004568,SmartShop,PROD00215,36,2026-04-04,WH001
SO0004569,BlueWave Stores,PROD00239,49,2025-09-23,WH008
SO0004570,SmartShop,PROD00423,30,2026-04-10,WH006
SO0004571,SmartShop,PROD00134,4,2026-04-21,WH001
SO0004572,SmartShop,PROD00356,18,2025-01-10,WH005
SO0004573,QuickBuy,PROD00489,21,2025-08-18,WH008
SO0004574,FreshMart,PROD00036,6,2026-04-11,WH003
SO0004575,FreshMart,PROD00242,3,2026-04-29,WH001
SO0004576,FreshMart,PROD00240,12,2025-08-22,WH007
SO0004577,PrimeOutlet,PROD00316,27,2025-09-28,WH003
SO0004578,ValueHub,PROD00363,49,2026-04-08,WH003
SO0004579,QuickBuy,PROD00137,22,2026-05-27,WH004
SO0004580,NorthStar Retail,PROD00395,20,2025-04-30,WH002
SO0004581,MetroBasket,PROD00111,3,2025-10-15,WH006
SO0004582,DailyNeeds,PROD00257,47,2025-11-07,WH008
SO0004583,BlueWave Stores,PROD00476,35,2025-08-11,WH003
SO0004584,ValueHub,PROD00166,25,2025-04-05,WH002
SO0004585,ValueHub,PROD00054,19,2025-01-21,WH005
SO0004586,DailyNeeds,PROD00443,4,2025-06-16,WH007
SO0004587,PrimeOutlet,PROD00007,50,2026-04-11,WH001
SO0004588,PrimeOutlet,PROD00480,46,2026-01-04,WH003
SO0004589,DailyNeeds,PROD00439,27,2025-11-03,WH003
SO0004590,BlueWave Stores,PROD00133,7,2025-05-01,WH007
SO0004591,DailyNeeds,PROD00067,37,2025-02-22,WH003
SO0004592,SmartShop,PROD00098,20,2026-04-30,WH007
SO0004593,ValueHub,PROD00401,19,2026-04-06,WH006
SO0004594,SmartShop,PROD00304,22,2025-12-26,WH005
SO0004595,Urban Cart,PROD00192,33,2026-04-18,WH007
SO0004596,Urban Cart,PROD00159,11,2026-04-12,WH001
SO0004597,PrimeOutlet,PROD00453,14,2026-02-01,WH005
SO0004598,MetroBasket,PROD00150,22,2025-10-31,WH001
SO0004599,NorthStar Retail,PROD00499,49,2025-10-02,WH001
SO0004600,PrimeOutlet,PROD00298,1,2025-07-28,WH001
SO0004601,QuickBuy,PROD00082,44,2026-06-04,WH003
SO0004602,MetroBasket,PROD00157,23,2026-01-25,WH008
SO0004603,NorthStar Retail,PROD00272,28,2026-03-03,WH006
SO0004604,PrimeOutlet,PROD00435,47,2026-01-24,WH001
SO0004605,SmartShop,PROD00136,5,2025-07-06,WH002
SO0004606,MetroBasket,PROD00099,9,2025-08-12,WH001
SO0004607,MetroBasket,PROD00488,31,2026-02-24,WH005
SO0004608,PrimeOutlet,PROD00046,50,2025-02-04,WH005
SO0004609,DailyNeeds,PROD00046,30,2026-03-30,WH005
SO0004610,PrimeOutlet,PROD00479,24,2026-03-26,WH004
SO0004611,NorthStar Retail,PROD00042,49,2026-04-25,WH002
SO0004612,PrimeOutlet,PROD00154,37,2025-07-30,WH002
SO0004613,Urban Cart,PROD00207,25,2026-02-21,WH001
SO0004614,DailyNeeds,PROD00082,30,2025-08-17,WH003
SO0004615,DailyNeeds,PROD00418,5,2025-07-08,WH006
SO0004616,NorthStar Retail,PROD00050,29,2025-03-29,WH004
SO0004617,ValueHub,PROD00147,8,2025-09-02,WH007
SO0004618,MetroBasket,PROD00129,39,2025-05-14,WH007
SO0004619,Urban Cart,PROD00407,12,2026-03-06,WH004
SO0004620,SmartShop,PROD00327,35,2025-02-03,WH007
SO0004621,QuickBuy,PROD00463,13,2025-06-21,WH003
SO0004622,FreshMart,PROD00108,13,2025-06-17,WH008
SO0004623,NorthStar Retail,PROD00312,10,2025-09-05,WH006
SO0004624,PrimeOutlet,PROD00455,38,2025-08-09,WH003
SO0004625,QuickBuy,PROD00476,18,2025-08-24,WH003
SO0004626,NorthStar Retail,PROD00476,26,2026-01-24,WH003
SO0004627,SmartShop,PROD00402,37,2025-01-29,WH008
SO0004628,FreshMart,PROD00210,44,2025-09-22,WH004
SO0004629,SmartShop,PROD00125,40,2025-01-03,WH002
SO0004630,Urban Cart,PROD00387,13,2025-12-19,WH005
SO0004631,DailyNeeds,PROD00154,35,2025-12-16,WH002
SO0004632,ValueHub,PROD00093,50,2026-02-06,WH005
SO0004633,PrimeOutlet,PROD00300,20,2025-05-24,WH008
SO0004634,Urban Cart,PROD00023,33,2025-04-03,WH003
SO0004635,FreshMart,PROD00417,31,2025-12-18,WH005
SO0004636,NorthStar Retail,PROD00143,25,2025-02-19,WH007
SO0004637,QuickBuy,PROD00384,34,2025-09-29,WH004
SO0004638,QuickBuy,PROD00472,35,2025-12-11,WH004
SO0004639,ValueHub,PROD00382,16,2026-05-06,WH004
SO0004640,BlueWave Stores,PROD00055,38,2025-04-20,WH005
SO0004641,NorthStar Retail,PROD00367,17,2026-06-17,WH002
SO0004642,ValueHub,PROD00358,23,2025-06-20,WH008
SO0004643,Urban Cart,PROD00470,34,2025-11-15,WH007
SO0004644,ValueHub,PROD00429,16,2025-01-07,WH005
SO0004645,SmartShop,PROD00127,49,2026-03-31,WH006
SO0004646,Urban Cart,PROD00468,24,2025-11-06,WH006
SO0004647,NorthStar Retail,PROD00457,31,2025-12-08,WH007
SO0004648,MetroBasket,PROD00064,34,2026-03-11,WH001
SO0004649,MetroBasket,PROD00435,26,2026-04-03,WH001
SO0004650,Urban Cart,PROD00466,3,2025-01-29,WH002
SO0004651,PrimeOutlet,PROD00413,9,2025-08-23,WH003
SO0004652,BlueWave Stores,PROD00063,16,2025-06-22,WH005
SO0004653,DailyNeeds,PROD00067,3,2025-03-18,WH003
SO0004654,PrimeOutlet,PROD00368,46,2025-04-06,WH004
SO0004655,MetroBasket,PROD00371,26,2025-11-30,WH003
SO0004656,FreshMart,PROD00289,38,2026-03-01,WH008
SO0004657,MetroBasket,PROD00437,31,2025-05-15,WH004
SO0004658,DailyNeeds,PROD00339,11,2026-06-22,WH002
SO0004659,DailyNeeds,PROD00103,13,2026-06-16,WH001
SO0004660,QuickBuy,PROD00225,11,2025-03-20,WH008
SO0004661,PrimeOutlet,PROD00226,24,2025-11-14,WH006
SO0004662,Urban Cart,PROD00172,37,2026-02-23,WH007
SO0004663,DailyNeeds,PROD00109,43,2025-04-26,WH004
SO0004664,QuickBuy,PROD00474,20,2026-02-06,WH006
SO0004665,SmartShop,PROD00227,1,2025-04-28,WH006
SO0004666,FreshMart,PROD00026,49,2025-08-29,WH003
SO0004667,MetroBasket,PROD00127,36,2025-07-07,WH006
SO0004668,NorthStar Retail,PROD00062,31,2026-06-03,WH007
SO0004669,NorthStar Retail,PROD00228,21,2025-01-05,WH001
SO0004670,NorthStar Retail,PROD00103,12,2025-03-22,WH001
SO0004671,DailyNeeds,PROD00032,20,2026-06-24,WH001
SO0004672,BlueWave Stores,PROD00139,10,2025-12-13,WH001
SO0004673,Urban Cart,PROD00136,44,2025-01-22,WH002
SO0004674,NorthStar Retail,PROD00083,6,2025-06-13,WH008
SO0004675,ValueHub,PROD00405,20,2026-05-16,WH003
SO0004676,QuickBuy,PROD00151,5,2026-01-11,WH004
SO0004677,QuickBuy,PROD00067,34,2026-02-12,WH003
SO0004678,PrimeOutlet,PROD00480,9,2026-05-26,WH003
SO0004679,NorthStar Retail,PROD00338,18,2025-03-11,WH003
SO0004680,SmartShop,PROD00272,9,2026-02-20,WH006
SO0004681,ValueHub,PROD00152,42,2026-04-23,WH004
SO0004682,BlueWave Stores,PROD00290,23,2025-01-19,WH006
SO0004683,SmartShop,PROD00479,44,2025-06-25,WH004
SO0004684,QuickBuy,PROD00026,18,2026-04-04,WH003
SO0004685,NorthStar Retail,PROD00341,15,2025-06-24,WH005
SO0004686,NorthStar Retail,PROD00186,31,2026-02-12,WH008
SO0004687,QuickBuy,PROD00069,48,2025-12-16,WH002
SO0004688,FreshMart,PROD00046,1,2025-07-13,WH005
SO0004689,MetroBasket,PROD00256,32,2026-01-17,WH002
SO0004690,FreshMart,PROD00255,45,2025-05-26,WH008
SO0004691,SmartShop,PROD00480,35,2025-08-10,WH003
SO0004692,SmartShop,PROD00244,4,2025-01-11,WH004
SO0004693,QuickBuy,PROD00100,22,2025-04-01,WH001
SO0004694,PrimeOutlet,PROD00468,10,2026-04-02,WH006
SO0004695,Urban Cart,PROD00284,26,2025-08-23,WH007
SO0004696,BlueWave Stores,PROD00020,18,2026-05-13,WH007
SO0004697,ValueHub,PROD00214,33,2026-06-29,WH003
SO0004698,PrimeOutlet,PROD00407,41,2025-04-13,WH004
SO0004699,NorthStar Retail,PROD00196,7,2026-04-17,WH001
SO0004700,NorthStar Retail,PROD00412,47,2026-01-09,WH006
SO0004701,PrimeOutlet,PROD00278,28,2025-04-20,WH004
SO0004702,PrimeOutlet,PROD00328,31,2026-05-24,WH004
SO0004703,NorthStar Retail,PROD00084,40,2025-05-16,WH003
SO0004704,ValueHub,PROD00245,5,2025-05-13,WH006
SO0004705,NorthStar Retail,PROD00028,8,2025-05-14,WH004
SO0004706,MetroBasket,PROD00228,47,2025-06-08,WH001
SO0004707,Urban Cart,PROD00091,16,2025-12-28,WH004
SO0004708,Urban Cart,PROD00167,37,2025-08-21,WH004
SO0004709,NorthStar Retail,PROD00088,18,2026-04-06,WH004
SO0004710,DailyNeeds,PROD00477,38,2025-07-22,WH001
SO0004711,MetroBasket,PROD00261,11,2025-12-15,WH004
SO0004712,ValueHub,PROD00264,35,2025-04-16,WH008
SO0004713,ValueHub,PROD00138,8,2026-01-16,WH001
SO0004714,SmartShop,PROD00463,14,2025-03-21,WH003
SO0004715,BlueWave Stores,PROD00109,19,2026-03-31,WH004
SO0004716,NorthStar Retail,PROD00186,30,2025-06-18,WH008
SO0004717,DailyNeeds,PROD00057,20,2025-12-09,WH001
SO0004718,QuickBuy,PROD00155,12,2025-04-24,WH006
SO0004719,MetroBasket,PROD00182,30,2025-11-03,WH003
SO0004720,PrimeOutlet,PROD00108,27,2025-09-01,WH008
SO0004721,SmartShop,PROD00043,9,2025-06-12,WH004
SO0004722,PrimeOutlet,PROD00240,6,2025-12-21,WH007
SO0004723,MetroBasket,PROD00243,16,2026-06-14,WH004
SO0004724,Urban Cart,PROD00452,20,2025-03-13,WH008
SO0004725,DailyNeeds,PROD00094,16,2026-04-27,WH001
SO0004726,DailyNeeds,PROD00172,31,2026-03-21,WH007
SO0004727,QuickBuy,PROD00024,20,2025-06-25,WH007
SO0004728,QuickBuy,PROD00426,13,2025-07-15,WH005
SO0004729,QuickBuy,PROD00435,40,2025-12-17,WH001
SO0004730,MetroBasket,PROD00406,32,2026-04-19,WH008
SO0004731,PrimeOutlet,PROD00073,25,2025-06-18,WH002
SO0004732,DailyNeeds,PROD00056,8,2026-01-06,WH003
SO0004733,SmartShop,PROD00451,49,2025-12-12,WH007
SO0004734,FreshMart,PROD00289,34,2025-11-11,WH008
SO0004735,Urban Cart,PROD00311,40,2025-02-14,WH007
SO0004736,FreshMart,PROD00321,18,2025-02-18,WH008
SO0004737,QuickBuy,PROD00065,9,2025-01-20,WH004
SO0004738,DailyNeeds,PROD00028,38,2025-10-28,WH004
SO0004739,NorthStar Retail,PROD00231,41,2026-03-05,WH004
SO0004740,NorthStar Retail,PROD00479,37,2025-02-01,WH004
SO0004741,NorthStar Retail,PROD00359,39,2025-10-21,WH003
SO0004742,SmartShop,PROD00329,45,2025-03-09,WH008
SO0004743,DailyNeeds,PROD00407,15,2025-12-29,WH004
SO0004744,SmartShop,PROD00289,9,2026-05-05,WH008
SO0004745,Urban Cart,PROD00434,26,2025-10-22,WH001
SO0004746,Urban Cart,PROD00190,9,2026-01-27,WH003
SO0004747,QuickBuy,PROD00423,39,2026-01-10,WH006
SO0004748,NorthStar Retail,PROD00104,15,2025-06-07,WH003
SO0004749,PrimeOutlet,PROD00287,15,2026-02-27,WH005
SO0004750,PrimeOutlet,PROD00288,49,2025-02-24,WH004
SO0004751,QuickBuy,PROD00278,41,2025-03-28,WH004
SO0004752,BlueWave Stores,PROD00317,44,2025-03-02,WH006
SO0004753,Urban Cart,PROD00210,30,2025-12-07,WH004
SO0004754,BlueWave Stores,PROD00440,46,2025-09-05,WH005
SO0004755,DailyNeeds,PROD00088,12,2025-04-27,WH004
SO0004756,SmartShop,PROD00492,20,2025-07-06,WH008
SO0004757,QuickBuy,PROD00073,32,2025-03-09,WH002
SO0004758,SmartShop,PROD00455,37,2025-12-03,WH003
SO0004759,NorthStar Retail,PROD00355,41,2025-01-14,WH006
SO0004760,MetroBasket,PROD00053,18,2025-03-09,WH007
SO0004761,PrimeOutlet,PROD00358,15,2025-05-09,WH008
SO0004762,ValueHub,PROD00106,40,2025-08-11,WH003
SO0004763,QuickBuy,PROD00275,29,2026-06-25,WH004
SO0004764,Urban Cart,PROD00423,11,2025-11-10,WH006
SO0004765,ValueHub,PROD00306,40,2025-09-06,WH006
SO0004766,SmartShop,PROD00211,45,2026-03-04,WH002
SO0004767,DailyNeeds,PROD00364,6,2026-05-08,WH002
SO0004768,FreshMart,PROD00005,39,2025-12-28,WH005
SO0004769,Urban Cart,PROD00009,11,2025-01-21,WH002
SO0004770,Urban Cart,PROD00337,48,2026-03-18,WH006
SO0004771,DailyNeeds,PROD00366,47,2025-11-05,WH003
SO0004772,SmartShop,PROD00278,21,2025-08-30,WH004
SO0004773,NorthStar Retail,PROD00470,47,2025-01-11,WH007
SO0004774,Urban Cart,PROD00144,39,2025-07-27,WH006
SO0004775,PrimeOutlet,PROD00479,3,2025-01-17,WH004
SO0004776,SmartShop,PROD00282,20,2025-02-26,WH007
SO0004777,SmartShop,PROD00043,5,2026-04-10,WH004
SO0004778,QuickBuy,PROD00043,10,2025-11-16,WH004
SO0004779,MetroBasket,PROD00047,32,2026-04-08,WH004
SO0004780,ValueHub,PROD00071,21,2025-09-13,WH003
SO0004781,NorthStar Retail,PROD00115,46,2025-09-24,WH002
SO0004782,Urban Cart,PROD00048,42,2025-10-18,WH006
SO0004783,BlueWave Stores,PROD00051,26,2025-09-12,WH002
SO0004784,PrimeOutlet,PROD00407,10,2026-05-20,WH004
SO0004785,SmartShop,PROD00407,29,2025-03-04,WH004
SO0004786,QuickBuy,PROD00226,37,2026-01-08,WH006
SO0004787,PrimeOutlet,PROD00143,13,2025-08-19,WH007
SO0004788,FreshMart,PROD00109,44,2025-11-10,WH004
SO0004789,PrimeOutlet,PROD00085,2,2026-02-14,WH008
SO0004790,ValueHub,PROD00058,14,2025-10-11,WH007
SO0004791,ValueHub,PROD00004,12,2025-07-07,WH007
SO0004792,DailyNeeds,PROD00374,36,2026-06-10,WH003
SO0004793,ValueHub,PROD00154,30,2025-08-16,WH002
SO0004794,FreshMart,PROD00104,33,2025-07-22,WH003
SO0004795,FreshMart,PROD00060,16,2025-04-11,WH007
SO0004796,DailyNeeds,PROD00427,15,2025-01-21,WH002
SO0004797,ValueHub,PROD00236,16,2025-10-11,WH003
SO0004798,NorthStar Retail,PROD00206,12,2025-08-02,WH005
SO0004799,SmartShop,PROD00325,20,2025-08-24,WH007
SO0004800,Urban Cart,PROD00259,10,2025-04-14,WH003
SO0004801,DailyNeeds,PROD00105,17,2025-10-28,WH008
SO0004802,PrimeOutlet,PROD00183,35,2025-01-23,WH008
SO0004803,FreshMart,PROD00456,46,2026-01-19,WH007
SO0004804,Urban Cart,PROD00125,4,2026-04-15,WH002
SO0004805,FreshMart,PROD00196,23,2025-09-05,WH001
SO0004806,ValueHub,PROD00023,5,2025-02-15,WH003
SO0004807,NorthStar Retail,PROD00187,9,2026-02-14,WH005
SO0004808,Urban Cart,PROD00288,21,2025-09-12,WH004
SO0004809,NorthStar Retail,PROD00332,32,2025-04-09,WH001
SO0004810,ValueHub,PROD00107,23,2025-04-02,WH005
SO0004811,MetroBasket,PROD00466,32,2025-11-29,WH002
SO0004812,PrimeOutlet,PROD00049,18,2025-02-25,WH001
SO0004813,QuickBuy,PROD00446,10,2025-02-23,WH002
SO0004814,QuickBuy,PROD00348,22,2025-06-05,WH004
SO0004815,QuickBuy,PROD00036,5,2026-02-07,WH003
SO0004816,PrimeOutlet,PROD00497,40,2025-03-22,WH002
SO0004817,ValueHub,PROD00322,24,2025-06-10,WH004
SO0004818,Urban Cart,PROD00349,21,2025-03-31,WH004
SO0004819,MetroBasket,PROD00489,3,2025-08-27,WH008
SO0004820,MetroBasket,PROD00313,5,2026-05-13,WH007
SO0004821,FreshMart,PROD00176,47,2025-04-04,WH001
SO0004822,NorthStar Retail,PROD00446,23,2025-12-20,WH002
SO0004823,QuickBuy,PROD00207,40,2025-08-17,WH001
SO0004824,BlueWave Stores,PROD00450,40,2025-09-18,WH001
SO0004825,BlueWave Stores,PROD00361,22,2026-04-27,WH002
SO0004826,ValueHub,PROD00259,23,2026-05-25,WH003
SO0004827,BlueWave Stores,PROD00195,26,2026-05-24,WH003
SO0004828,FreshMart,PROD00214,12,2026-03-19,WH003
SO0004829,Urban Cart,PROD00095,18,2026-06-12,WH001
SO0004830,FreshMart,PROD00359,2,2026-02-24,WH003
SO0004831,BlueWave Stores,PROD00113,48,2026-03-17,WH002
SO0004832,Urban Cart,PROD00205,5,2026-02-25,WH003
SO0004833,SmartShop,PROD00369,16,2026-01-09,WH004
SO0004834,Urban Cart,PROD00306,1,2025-11-20,WH006
SO0004835,DailyNeeds,PROD00277,28,2025-01-01,WH008
SO0004836,ValueHub,PROD00497,3,2025-03-16,WH002
SO0004837,Urban Cart,PROD00373,4,2025-10-24,WH005
SO0004838,PrimeOutlet,PROD00187,36,2025-11-18,WH005
SO0004839,MetroBasket,PROD00014,23,2026-01-30,WH008
SO0004840,PrimeOutlet,PROD00189,29,2026-03-07,WH007
SO0004841,BlueWave Stores,PROD00112,20,2026-04-17,WH007
SO0004842,FreshMart,PROD00205,45,2025-07-14,WH003
SO0004843,NorthStar Retail,PROD00058,33,2026-03-09,WH007
SO0004844,PrimeOutlet,PROD00194,3,2025-02-13,WH004
SO0004845,NorthStar Retail,PROD00499,6,2025-04-22,WH001
SO0004846,SmartShop,PROD00004,47,2025-10-19,WH007
SO0004847,NorthStar Retail,PROD00138,47,2025-04-09,WH001
SO0004848,PrimeOutlet,PROD00364,10,2025-08-10,WH002
SO0004849,MetroBasket,PROD00486,34,2026-05-13,WH001
SO0004850,MetroBasket,PROD00235,7,2026-05-28,WH002
SO0004851,NorthStar Retail,PROD00269,18,2025-08-01,WH008
SO0004852,BlueWave Stores,PROD00107,25,2026-02-05,WH005
SO0004853,MetroBasket,PROD00263,34,2025-09-06,WH005
SO0004854,SmartShop,PROD00304,33,2025-04-27,WH005
SO0004855,MetroBasket,PROD00307,47,2026-04-30,WH001
SO0004856,BlueWave Stores,PROD00115,34,2025-12-27,WH002
SO0004857,SmartShop,PROD00028,39,2025-12-28,WH004
SO0004858,ValueHub,PROD00275,41,2025-02-16,WH004
SO0004859,PrimeOutlet,PROD00284,25,2025-02-06,WH007
SO0004860,SmartShop,PROD00456,49,2025-12-09,WH007
SO0004861,SmartShop,PROD00416,31,2025-06-14,WH003
SO0004862,MetroBasket,PROD00489,3,2025-06-30,WH008
SO0004863,DailyNeeds,PROD00179,10,2025-01-13,WH003
SO0004864,Urban Cart,PROD00453,1,2026-05-15,WH005
SO0004865,QuickBuy,PROD00416,29,2025-04-25,WH003
SO0004866,FreshMart,PROD00420,30,2025-06-08,WH001
SO0004867,ValueHub,PROD00242,27,2025-08-04,WH001
SO0004868,NorthStar Retail,PROD00061,30,2025-10-17,WH001
SO0004869,FreshMart,PROD00468,47,2026-06-13,WH006
SO0004870,MetroBasket,PROD00009,15,2025-01-30,WH002
SO0004871,SmartShop,PROD00339,39,2025-02-20,WH002
SO0004872,MetroBasket,PROD00161,49,2026-03-31,WH003
SO0004873,BlueWave Stores,PROD00433,42,2026-01-16,WH002
SO0004874,ValueHub,PROD00409,19,2025-09-19,WH001
SO0004875,SmartShop,PROD00172,30,2025-07-29,WH007
SO0004876,QuickBuy,PROD00331,25,2025-03-23,WH008
SO0004877,QuickBuy,PROD00228,37,2026-05-08,WH001
SO0004878,SmartShop,PROD00256,25,2025-02-06,WH002
SO0004879,MetroBasket,PROD00157,47,2026-06-24,WH008
SO0004880,DailyNeeds,PROD00393,24,2026-03-04,WH004
SO0004881,MetroBasket,PROD00429,22,2025-03-12,WH005
SO0004882,BlueWave Stores,PROD00271,6,2026-05-19,WH002
SO0004883,QuickBuy,PROD00373,23,2026-03-12,WH005
SO0004884,NorthStar Retail,PROD00296,23,2026-03-18,WH001
SO0004885,SmartShop,PROD00338,14,2026-01-10,WH003
SO0004886,FreshMart,PROD00403,49,2025-11-07,WH001
SO0004887,MetroBasket,PROD00184,4,2025-04-02,WH004
SO0004888,FreshMart,PROD00263,38,2026-03-26,WH005
SO0004889,NorthStar Retail,PROD00395,47,2025-05-31,WH002
SO0004890,Urban Cart,PROD00411,23,2025-02-03,WH004
SO0004891,ValueHub,PROD00068,28,2026-06-26,WH007
SO0004892,FreshMart,PROD00156,16,2025-12-06,WH002
SO0004893,DailyNeeds,PROD00049,31,2026-04-26,WH001
SO0004894,NorthStar Retail,PROD00383,44,2025-09-05,WH006
SO0004895,BlueWave Stores,PROD00460,25,2025-07-24,WH007
SO0004896,MetroBasket,PROD00310,31,2026-05-23,WH005
SO0004897,PrimeOutlet,PROD00228,11,2025-04-21,WH001
SO0004898,BlueWave Stores,PROD00174,24,2026-03-02,WH003
SO0004899,MetroBasket,PROD00081,31,2025-10-17,WH005
SO0004900,NorthStar Retail,PROD00178,7,2025-06-07,WH007
SO0004901,QuickBuy,PROD00453,43,2025-05-28,WH005
SO0004902,Urban Cart,PROD00012,24,2025-02-28,WH004
SO0004903,ValueHub,PROD00057,21,2025-10-25,WH001
SO0004904,NorthStar Retail,PROD00282,22,2025-01-25,WH007
SO0004905,PrimeOutlet,PROD00203,3,2025-10-30,WH005
SO0004906,NorthStar Retail,PROD00154,43,2026-06-04,WH002
SO0004907,PrimeOutlet,PROD00031,32,2025-08-02,WH008
SO0004908,DailyNeeds,PROD00202,16,2026-02-16,WH007
SO0004909,MetroBasket,PROD00078,31,2026-06-17,WH004
SO0004910,QuickBuy,PROD00377,25,2025-05-19,WH005
SO0004911,SmartShop,PROD00301,14,2025-04-10,WH002
SO0004912,FreshMart,PROD00283,50,2025-01-14,WH004
SO0004913,FreshMart,PROD00440,34,2025-10-16,WH005
SO0004914,NorthStar Retail,PROD00153,2,2025-08-14,WH005
SO0004915,PrimeOutlet,PROD00402,6,2025-01-31,WH008
SO0004916,FreshMart,PROD00376,21,2025-10-26,WH001
SO0004917,PrimeOutlet,PROD00424,20,2025-06-11,WH003
SO0004918,NorthStar Retail,PROD00495,32,2025-08-20,WH008
SO0004919,BlueWave Stores,PROD00327,29,2025-10-12,WH007
SO0004920,ValueHub,PROD00086,18,2026-02-27,WH002
SO0004921,SmartShop,PROD00478,10,2026-02-28,WH007
SO0004922,PrimeOutlet,PROD00164,32,2026-06-09,WH003
SO0004923,ValueHub,PROD00213,7,2025-07-19,WH002
SO0004924,PrimeOutlet,PROD00141,25,2026-06-19,WH008
SO0004925,Urban Cart,PROD00201,22,2025-06-10,WH006
SO0004926,DailyNeeds,PROD00036,50,2025-06-08,WH003
SO0004927,SmartShop,PROD00370,4,2025-12-02,WH004
SO0004928,Urban Cart,PROD00254,9,2025-01-05,WH001
SO0004929,NorthStar Retail,PROD00206,9,2025-09-13,WH005
SO0004930,QuickBuy,PROD00278,3,2025-08-18,WH004
SO0004931,SmartShop,PROD00014,48,2026-01-17,WH008
SO0004932,DailyNeeds,PROD00380,7,2026-04-25,WH002
SO0004933,ValueHub,PROD00050,6,2025-07-08,WH004
SO0004934,MetroBasket,PROD00110,37,2026-01-13,WH007
SO0004935,QuickBuy,PROD00157,7,2025-02-14,WH008
SO0004936,Urban Cart,PROD00278,50,2026-06-13,WH004
SO0004937,NorthStar Retail,PROD00411,22,2026-06-04,WH004
SO0004938,SmartShop,PROD00282,26,2025-03-13,WH007
SO0004939,NorthStar Retail,PROD00383,46,2026-03-18,WH006
SO0004940,Urban Cart,PROD00153,14,2025-04-28,WH005
SO0004941,DailyNeeds,PROD00313,34,2025-05-11,WH007
SO0004942,QuickBuy,PROD00036,32,2025-10-28,WH003
SO0004943,PrimeOutlet,PROD00266,36,2025-02-04,WH006
SO0004944,FreshMart,PROD00358,27,2026-01-26,WH008
SO0004945,ValueHub,PROD00458,9,2025-03-26,WH005
SO0004946,SmartShop,PROD00327,40,2026-05-01,WH007
SO0004947,MetroBasket,PROD00030,19,2025-11-27,WH003
SO0004948,QuickBuy,PROD00400,10,2025-11-07,WH003
SO0004949,Urban Cart,PROD00240,11,2025-01-16,WH007
SO0004950,MetroBasket,PROD00179,10,2025-09-23,WH003
SO0004951,MetroBasket,PROD00045,35,2025-09-15,WH007
SO0004952,FreshMart,PROD00241,47,2026-02-07,WH004
SO0004953,FreshMart,PROD00418,30,2025-03-14,WH006
SO0004954,DailyNeeds,PROD00192,5,2025-08-29,WH007
SO0004955,ValueHub,PROD00151,3,2025-11-04,WH004
SO0004956,BlueWave Stores,PROD00116,8,2025-08-20,WH005
SO0004957,NorthStar Retail,PROD00322,45,2026-06-30,WH004
SO0004958,SmartShop,PROD00092,44,2025-06-06,WH002
SO0004959,PrimeOutlet,PROD00473,8,2026-01-25,WH005
SO0004960,BlueWave Stores,PROD00003,39,2025-09-27,WH002
SO0004961,PrimeOutlet,PROD00004,27,2025-09-12,WH007
SO0004962,SmartShop,PROD00275,6,2025-01-07,WH004
SO0004963,QuickBuy,PROD00337,30,2025-01-26,WH006
SO0004964,MetroBasket,PROD00423,37,2025-04-05,WH006
SO0004965,BlueWave Stores,PROD00397,38,2025-05-08,WH003
SO0004966,ValueHub,PROD00345,25,2025-05-09,WH008
SO0004967,QuickBuy,PROD00014,47,2025-05-27,WH008
SO0004968,SmartShop,PROD00401,36,2026-05-13,WH006
SO0004969,QuickBuy,PROD00053,5,2025-08-05,WH007
SO0004970,FreshMart,PROD00412,17,2025-02-16,WH006
SO0004971,QuickBuy,PROD00493,6,2025-03-22,WH001
SO0004972,BlueWave Stores,PROD00284,34,2025-07-22,WH007
SO0004973,BlueWave Stores,PROD00346,36,2025-04-17,WH001
SO0004974,QuickBuy,PROD00427,1,2025-04-17,WH002
SO0004975,BlueWave Stores,PROD00174,45,2025-12-17,WH003
SO0004976,Urban Cart,PROD00428,21,2025-08-26,WH007
SO0004977,DailyNeeds,PROD00047,38,2025-04-29,WH004
SO0004978,QuickBuy,PROD00394,20,2025-01-03,WH006
SO0004979,NorthStar Retail,PROD00133,33,2026-04-07,WH007
SO0004980,SmartShop,PROD00303,1,2026-01-05,WH001
SO0004981,NorthStar Retail,PROD00449,25,2025-10-09,WH007
SO0004982,BlueWave Stores,PROD00461,19,2026-04-10,WH007
SO0004983,DailyNeeds,PROD00084,34,2026-05-31,WH003
SO0004984,BlueWave Stores,PROD00298,2,2025-08-06,WH001
SO0004985,BlueWave Stores,PROD00321,17,2025-07-22,WH008
SO0004986,SmartShop,PROD00252,18,2025-12-29,WH003
