po_number,supplier_id,product_id,quantity,unit_price,order_value,order_date,expected_delivery_date,actual_delivery_date,status,delay_reason
PO001364,SUP002,PROD00001,2376,823.11,1955709.36,2026-06-21,2026-06-29,,Open,
PO001365,SUP020,PROD00215,1316,604.67,795745.72,2025-05-23,2025-06-14,2025-06-21,Delayed,Port congestion
PO001366,SUP006,PROD00429,727,124.27,90344.29,2025-05-25,2025-06-23,,In Transit,
PO001367,SUP011,PROD00216,870,632.95,550666.5,2026-04-17,2026-04-27,,In Transit,
PO001368,SUP005,PROD00109,1017,697.59,709449.03,2025-06-26,2025-07-10,2025-07-09,Delivered,
PO001369,SUP015,PROD00070,681,425.41,289704.21,2025-07-28,2025-08-13,2025-08-13,Delivered,
PO001370,SUP011,PROD00405,459,1186.09,544415.31,2026-01-19,2026-01-29,2026-01-31,Delivered,
PO001371,SUP006,PROD00043,1591,570.46,907601.86,2026-04-28,2026-06-02,2026-06-14,Delayed,Customs clearance delay
PO001372,SUP011,PROD00339,1637,502.43,822477.91,2026-04-20,2026-05-11,2026-05-09,Delivered,
PO001373,SUP015,PROD00070,1389,425.41,590894.49,2025-05-12,2025-05-27,2025-06-06,Delayed,Customs clearance delay
PO001374,SUP018,PROD00456,1789,892.18,1596110.02,2025-10-17,2025-11-06,,In Transit,
PO001375,SUP010,PROD00139,2452,634.69,1556259.88,2026-02-08,2026-03-15,2026-03-19,Delivered,
PO001376,SUP007,PROD00119,779,114.55,89234.45,2025-01-28,2025-02-10,,Open,
PO001377,SUP015,PROD00182,56,204.14,11431.84,2025-08-29,2025-09-13,2025-09-18,Delivered,
PO001378,SUP011,PROD00136,615,377.41,232107.15,2026-02-12,2026-02-23,,In Transit,
PO001379,SUP012,PROD00259,1833,555.69,1018579.77,2026-05-27,2026-06-04,2026-06-05,Delivered,
PO001380,SUP010,PROD00263,1793,645.21,1156861.53,2025-04-06,2025-05-04,2025-05-03,Delivered,
PO001381,SUP018,PROD00234,192,501.94,96372.48,2025-06-04,2025-06-18,2025-06-22,Delivered,
PO001382,SUP014,PROD00441,2169,127.66,276894.54,2025-09-25,2025-10-06,2025-10-09,Delivered,
PO001383,SUP007,PROD00044,465,273.45,127154.25,2025-04-19,2025-05-06,2025-05-23,Delayed,Raw material shortage
PO001384,SUP015,PROD00098,577,124.16,71640.32,2026-02-19,2026-03-13,2026-03-24,Delayed,Supplier production delay
PO001385,SUP016,PROD00409,2041,356.07,726738.87,2026-06-04,2026-06-15,2026-06-12,Delivered,
PO001386,SUP014,PROD00401,1290,326.55,421249.5,2026-02-16,2026-02-27,,In Transit,
PO001387,SUP011,PROD00366,524,968.7,507598.8,2026-03-12,2026-03-26,,In Transit,
PO001388,SUP006,PROD00147,1422,310.88,442071.36,2026-04-07,2026-05-11,2026-05-15,Delivered,
PO001389,SUP001,PROD00389,1786,626.03,1118089.58,2026-01-09,2026-01-15,,In Transit,
PO001390,SUP006,PROD00043,78,570.46,44495.88,2026-06-29,2026-07-29,2026-08-06,Delayed,Carrier capacity shortage
PO001391,SUP004,PROD00362,1913,1168.91,2236124.83,2025-12-12,2025-12-26,2025-12-31,Delivered,
PO001392,SUP013,PROD00400,547,345.66,189076.02,2026-03-22,2026-04-01,2026-03-29,Delivered,
PO001393,SUP001,PROD00104,1083,554.19,600187.77,2026-05-17,2026-05-29,2026-05-31,Delivered,
PO001394,SUP002,PROD00454,2273,68.41,155495.93,2026-03-12,2026-03-22,2026-03-19,Delivered,
PO001395,SUP008,PROD00114,121,1098.73,132946.33,2025-10-01,2025-10-08,2025-10-11,Delivered,
PO001396,SUP012,PROD00116,2490,469.43,1168880.7,2026-04-03,2026-04-13,2026-04-10,Delivered,
PO001397,SUP014,PROD00240,2226,923.92,2056645.92,2025-04-25,2025-05-05,,In Transit,
PO001398,SUP011,PROD00461,437,188.68,82453.16,2026-02-10,2026-02-23,2026-02-28,Delivered,
PO001399,SUP013,PROD00351,1815,1162.24,2109465.6,2025-05-10,2025-05-31,2025-06-04,Delivered,
PO001400,SUP002,PROD00430,1049,1022.24,1072329.76,2025-10-09,2025-10-19,,Open,
PO001401,SUP012,PROD00150,1387,49.94,69266.78,2026-06-21,2026-07-05,2026-07-03,Delivered,
PO001402,SUP011,PROD00016,1614,77.43,124972.02,2026-01-17,2026-01-27,2026-01-25,Delivered,
PO001403,SUP003,PROD00467,1780,387.77,690230.6,2026-06-09,2026-06-30,2026-07-01,Delivered,
PO001404,SUP015,PROD00098,374,124.16,46435.84,2026-02-15,2026-02-25,2026-02-26,Delivered,
PO001405,SUP020,PROD00160,1291,198.89,256766.99,2026-03-20,2026-04-10,2026-05-04,Delayed,Supplier production delay
PO001406,SUP010,PROD00242,250,908.63,227157.5,2026-06-11,2026-07-16,2026-07-29,Delayed,Raw material shortage
PO001407,SUP004,PROD00418,1175,377.95,444091.25,2026-01-19,2026-02-02,2026-02-05,Delivered,
PO001408,SUP016,PROD00283,1682,883.17,1485491.94,2025-07-10,2025-07-19,2025-07-16,Delivered,
PO001409,SUP004,PROD00362,898,1168.91,1049681.18,2025-07-05,2025-07-14,2025-07-17,Delivered,
PO001410,SUP008,PROD00280,1143,305.78,349506.54,2025-01-20,2025-01-31,2025-02-01,Delivered,
PO001411,SUP002,PROD00245,1353,719.35,973280.55,2026-04-19,2026-05-03,,In Transit,
PO001412,SUP009,PROD00354,955,700.88,669340.4,2025-04-10,2025-05-05,2025-05-07,Delivered,
PO001413,SUP004,PROD00187,2458,1096.68,2695639.44,2025-03-07,2025-03-21,2025-03-25,Delivered,
PO001414,SUP007,PROD00061,1643,479.0,786997.0,2026-03-07,2026-03-27,2026-04-01,Delivered,
PO001415,SUP017,PROD00173,1359,944.76,1283928.84,2026-05-03,2026-06-07,2026-06-09,Delivered,
PO001416,SUP016,PROD00448,912,1007.39,918739.68,2025-12-21,2026-01-02,2026-01-06,Delivered,
PO001417,SUP006,PROD00318,182,103.49,18835.18,2026-06-30,2026-07-23,2026-08-06,Delayed,Customs clearance delay
PO001418,SUP014,PROD00441,390,127.66,49787.4,2025-03-22,2025-04-03,2025-04-05,Delivered,
PO001419,SUP009,PROD00028,1341,826.56,1108416.96,2025-08-01,2025-09-04,2025-09-05,Delivered,
PO001420,SUP013,PROD00054,2445,469.68,1148367.6,2026-04-08,2026-04-28,2026-04-27,Delivered,
PO001421,SUP013,PROD00106,1751,132.45,231919.95,2025-06-20,2025-07-09,2025-07-12,Delivered,
PO001422,SUP012,PROD00134,1011,1106.24,1118408.64,2025-01-24,2025-02-02,2025-02-06,Delivered,
PO001423,SUP013,PROD00376,447,413.46,184816.62,2026-01-20,2026-02-07,2026-02-05,Delivered,
PO001424,SUP019,PROD00360,2387,416.12,993278.44,2026-02-10,2026-02-18,2026-02-16,Delivered,
PO001425,SUP015,PROD00403,1723,306.14,527479.22,2025-10-24,2025-11-05,2025-11-23,Delayed,Weather disruption
PO001426,SUP002,PROD00124,1358,1134.77,1541017.66,2025-12-27,2026-01-04,2026-01-05,Delivered,
PO001427,SUP002,PROD00225,2107,644.51,1357982.57,2026-01-07,2026-01-13,2026-01-15,Delivered,
PO001428,SUP013,PROD00088,2076,1164.37,2417232.12,2026-06-30,2026-07-16,2026-07-19,Delivered,
PO001429,SUP007,PROD00061,777,479.0,372183.0,2026-04-21,2026-05-05,2026-05-25,Delayed,Carrier capacity shortage
PO001430,SUP009,PROD00361,1950,40.02,78039.0,2026-02-14,2026-03-13,2026-03-15,Delivered,
PO001431,SUP012,PROD00134,1763,1106.24,1950301.12,2025-06-26,2025-07-02,2025-07-05,Delivered,
PO001432,SUP002,PROD00386,617,476.79,294179.43,2026-02-25,2026-03-05,2026-03-05,Delivered,
PO001433,SUP006,PROD00415,1724,693.65,1195852.6,2026-05-31,2026-06-20,,In Transit,
PO001434,SUP011,PROD00392,731,51.35,37536.85,2025-01-24,2025-02-08,,In Transit,
PO001435,SUP014,PROD00494,143,778.47,111321.21,2026-04-29,2026-05-05,,Open,
PO001436,SUP019,PROD00300,711,717.73,510306.03,2026-02-03,2026-02-16,2026-02-16,Delivered,
PO001437,SUP014,PROD00249,1030,837.09,862202.7,2026-04-14,2026-04-24,,In Transit,
PO001438,SUP014,PROD00468,868,1038.62,901522.16,2025-06-29,2025-07-11,,Open,
PO001439,SUP008,PROD00084,897,35.91,32211.27,2025-11-27,2025-12-04,2025-12-01,Delivered,
PO001440,SUP004,PROD00373,1040,423.82,440772.8,2026-04-18,2026-04-30,2026-05-04,Delivered,
PO001441,SUP017,PROD00194,505,998.51,504247.55,2025-07-01,2025-08-02,,In Transit,
PO001442,SUP011,PROD00175,78,926.94,72301.32,2025-12-06,2025-12-18,2025-12-16,Delivered,
PO001443,SUP003,PROD00103,2178,208.13,453307.14,2025-02-03,2025-02-23,,In Transit,
PO001444,SUP011,PROD00145,1115,1045.28,1165487.2,2026-04-27,2026-05-13,2026-05-16,Delivered,
PO001445,SUP009,PROD00028,294,826.56,243008.64,2025-05-04,2025-06-08,2025-06-28,Delayed,Customs clearance delay
PO001446,SUP013,PROD00054,1538,469.68,722367.84,2025-10-27,2025-11-18,2025-11-15,Delivered,
PO001447,SUP012,PROD00241,1805,785.97,1418675.85,2026-02-14,2026-02-27,2026-03-03,Delivered,
PO001448,SUP018,PROD00227,2424,1186.97,2877215.28,2025-05-08,2025-05-19,2025-05-20,Delivered,
PO001449,SUP005,PROD00247,1441,288.1,415152.1,2025-04-25,2025-05-16,2025-05-19,Delivered,
PO001450,SUP006,PROD00420,447,901.39,402921.33,2025-05-26,2025-06-20,2025-07-02,Delayed,Supplier production delay
PO001451,SUP018,PROD00133,1926,969.63,1867507.38,2025-12-04,2025-12-24,,In Transit,
PO001452,SUP019,PROD00305,1452,937.98,1361946.96,2026-05-19,2026-05-27,,In Transit,
PO001453,SUP013,PROD00351,1106,1162.24,1285437.44,2025-10-30,2025-11-20,2025-11-24,Delivered,
PO001454,SUP020,PROD00108,1231,765.76,942650.56,2025-10-09,2025-10-28,2025-11-07,Delayed,Weather disruption
PO001455,SUP004,PROD00373,1242,423.82,526384.44,2025-01-27,2025-02-04,2025-02-28,Delayed,Supplier production delay
PO001456,SUP019,PROD00284,1996,141.1,281635.6,2025-11-11,2025-11-18,2025-11-19,Delivered,
PO001457,SUP007,PROD00044,650,273.45,177742.5,2026-03-27,2026-04-16,2026-04-15,Delivered,
PO001458,SUP020,PROD00153,164,631.26,103526.64,2025-10-27,2025-11-26,2025-11-26,Delivered,
PO001459,SUP010,PROD00242,1112,908.63,1010396.56,2025-08-05,2025-09-01,2025-08-29,Delivered,
PO001460,SUP005,PROD00121,1712,336.34,575814.08,2026-01-08,2026-01-29,2026-02-03,Delivered,
PO001461,SUP016,PROD00218,688,847.36,582983.68,2026-05-04,2026-05-18,2026-06-04,Delayed,Raw material shortage
PO001462,SUP014,PROD00468,2037,1038.62,2115668.94,2026-05-29,2026-06-08,2026-06-11,Delivered,
PO001463,SUP016,PROD00301,1605,668.12,1072332.6,2025-06-23,2025-07-06,2025-07-10,Delivered,
PO001464,SUP002,PROD00115,895,172.03,153966.85,2025-01-15,2025-01-21,2025-01-22,Delivered,
PO001465,SUP020,PROD00264,856,292.96,250773.76,2025-08-18,2025-09-09,2025-09-07,Delivered,
PO001466,SUP019,PROD00162,2196,444.57,976275.72,2026-01-01,2026-01-13,2026-01-10,Delivered,
PO001467,SUP005,PROD00338,1682,462.66,778194.12,2025-08-22,2025-09-12,2025-09-09,Delivered,
PO001468,SUP013,PROD00036,2316,771.57,1786956.12,2025-04-12,2025-04-27,2025-04-28,Delivered,
PO001469,SUP018,PROD00382,1065,113.91,121314.15,2025-03-23,2025-04-14,2025-04-19,Delivered,
PO001470,SUP013,PROD00434,1053,221.61,233355.33,2025-09-08,2025-09-22,2025-10-03,Delayed,Raw material shortage
PO001471,SUP017,PROD00337,2310,277.94,642041.4,2025-08-22,2025-09-23,2025-09-24,Delivered,
PO001472,SUP009,PROD00361,2190,40.02,87643.8,2025-10-12,2025-11-01,2025-11-09,Delayed,Carrier capacity shortage
PO001473,SUP002,PROD00406,2448,919.74,2251523.52,2025-11-07,2025-11-12,2025-11-12,Delivered,
PO001474,SUP019,PROD00360,1356,416.12,564258.72,2026-05-04,2026-05-16,2026-05-13,Delivered,
PO001475,SUP010,PROD00350,1860,113.05,210273.0,2025-03-16,2025-04-09,,In Transit,
PO001476,SUP010,PROD00024,2464,161.4,397689.6,2025-03-27,2025-04-29,2025-05-04,Delivered,
PO001477,SUP019,PROD00305,2432,937.98,2281167.36,2025-08-09,2025-08-23,2025-08-20,Delivered,
PO001478,SUP016,PROD00399,847,217.21,183976.87,2026-03-17,2026-03-23,2026-03-27,Delivered,
PO001479,SUP011,PROD00181,1158,656.84,760620.72,2026-04-13,2026-04-23,2026-04-26,Delivered,
PO001480,SUP016,PROD00066,2156,406.99,877470.44,2026-05-20,2026-05-27,2026-05-31,Delivered,
PO001481,SUP013,PROD00432,1069,329.84,352598.96,2025-10-18,2025-11-07,2025-11-12,Delivered,
PO001482,SUP020,PROD00271,1852,412.01,763042.52,2025-12-16,2026-01-11,2026-02-02,Delayed,Supplier production delay
PO001483,SUP017,PROD00207,1357,92.87,126024.59,2025-04-25,2025-05-18,,In Transit,
PO001484,SUP002,PROD00225,318,644.51,204954.18,2026-06-06,2026-06-18,2026-06-17,Delivered,
PO001485,SUP005,PROD00480,1452,833.68,1210503.36,2026-03-19,2026-04-08,2026-04-12,Delivered,
PO001486,SUP017,PROD00083,1308,1131.5,1480002.0,2025-07-07,2025-07-31,2025-08-13,Delayed,Carrier capacity shortage
PO001487,SUP020,PROD00153,1982,631.26,1251157.32,2026-05-29,2026-06-25,2026-06-30,Delivered,
PO001488,SUP018,PROD00006,2388,819.64,1957300.32,2025-04-16,2025-05-06,2025-05-06,Delivered,
PO001489,SUP014,PROD00378,753,1169.41,880565.73,2025-06-08,2025-06-18,2025-06-21,Delivered,
PO001490,SUP013,PROD00347,1383,1021.84,1413204.72,2025-06-11,2025-06-30,,In Transit,
PO001491,SUP011,PROD00189,1757,1196.73,2102654.61,2026-06-13,2026-06-30,,In Transit,
PO001492,SUP015,PROD00442,1983,787.24,1561096.92,2025-10-03,2025-10-16,,Open,
PO001493,SUP011,PROD00339,1499,502.43,753142.57,2025-11-07,2025-11-22,2025-11-24,Delivered,
PO001494,SUP002,PROD00001,1758,823.11,1447027.38,2025-11-19,2025-12-01,2025-12-04,Delivered,
PO001495,SUP011,PROD00152,276,543.38,149972.88,2025-01-06,2025-01-28,,Open,
PO001496,SUP002,PROD00329,1921,52.59,101025.39,2026-02-23,2026-03-05,2026-03-04,Delivered,
PO001497,SUP008,PROD00069,878,488.26,428692.28,2025-10-08,2025-10-13,,In Transit,
PO001498,SUP009,PROD00017,146,509.15,74335.9,2025-08-02,2025-08-28,2025-08-30,Delivered,
PO001499,SUP016,PROD00089,1384,749.05,1036685.2,2025-11-26,2025-12-07,,In Transit,
PO001500,SUP012,PROD00491,1172,426.71,500104.12,2025-07-24,2025-08-01,2025-08-05,Delivered,
PO001501,SUP004,PROD00125,2014,514.4,1036001.6,2025-04-20,2025-04-26,2025-04-28,Delivered,
PO001502,SUP010,PROD00393,2044,981.78,2006758.32,2026-04-27,2026-05-16,2026-06-03,Delayed,Raw material shortage
PO001503,SUP019,PROD00171,2450,760.19,1862465.5,2025-09-13,2025-09-22,,Cancelled,
PO001504,SUP002,PROD00489,1180,1058.45,1248971.0,2026-01-20,2026-01-25,2026-01-27,Delivered,
PO001505,SUP010,PROD00242,504,908.63,457949.52,2026-01-14,2026-02-15,,Open,
PO001506,SUP006,PROD00497,353,1041.43,367624.79,2026-04-29,2026-05-21,,Open,
PO001507,SUP020,PROD00215,1274,604.67,770349.58,2025-11-29,2025-12-30,2026-01-09,Delayed,Weather disruption
PO001508,SUP002,PROD00306,1392,652.74,908614.08,2025-07-24,2025-08-06,2025-08-06,Delivered,
PO001509,SUP006,PROD00147,1243,310.88,386423.84,2025-09-24,2025-10-29,,In Transit,
PO001510,SUP013,PROD00356,1335,986.91,1317524.85,2025-01-23,2025-02-04,2025-02-12,Delayed,Raw material shortage
PO001511,SUP002,PROD00021,929,898.83,835013.07,2026-01-05,2026-01-17,,In Transit,
PO001512,SUP018,PROD00026,1533,193.51,296650.83,2025-07-08,2025-07-23,2025-07-27,Delivered,
PO001513,SUP001,PROD00244,1095,739.83,810113.85,2025-12-08,2025-12-16,2025-12-17,Delivered,
PO001514,SUP018,PROD00018,1800,65.45,117810.0,2025-01-24,2025-02-05,2025-02-08,Delivered,
PO001515,SUP016,PROD00336,2214,435.35,963864.9,2026-02-10,2026-02-22,,In Transit,
PO001516,SUP019,PROD00477,181,141.97,25696.57,2025-03-03,2025-03-16,2025-03-19,Delivered,
PO001517,SUP011,PROD00203,2065,1120.83,2314513.95,2026-06-01,2026-06-23,2026-06-28,Delivered,
PO001518,SUP018,PROD00120,359,86.99,31229.41,2025-10-17,2025-11-05,2025-11-03,Delivered,
PO001519,SUP014,PROD00064,2228,850.23,1894312.44,2025-04-05,2025-04-18,,In Transit,
PO001520,SUP020,PROD00213,1968,208.76,410839.68,2025-06-12,2025-07-16,2025-07-24,Delayed,Weather disruption
PO001521,SUP012,PROD00488,1815,80.12,145417.8,2025-07-15,2025-07-21,,In Transit,
PO001522,SUP013,PROD00219,1403,1075.43,1508828.29,2025-10-11,2025-10-28,2025-10-27,Delivered,
PO001523,SUP009,PROD00007,2211,8.88,19633.68,2025-03-16,2025-04-08,2025-04-24,Delayed,Customs clearance delay
PO001524,SUP010,PROD00344,76,1019.56,77486.56,2026-03-19,2026-04-06,2026-04-07,Delivered,
PO001525,SUP009,PROD00126,1799,83.49,150198.51,2026-02-04,2026-02-22,2026-02-24,Delivered,
PO001526,SUP017,PROD00008,1387,649.56,900939.72,2025-06-04,2025-06-30,2025-07-24,Delayed,Raw material shortage
PO001527,SUP007,PROD00039,870,825.79,718437.3,2026-06-30,2026-07-17,,In Transit,
PO001528,SUP020,PROD00169,894,660.82,590773.08,2025-12-30,2026-01-21,2026-01-20,Delivered,
PO001529,SUP006,PROD00433,211,1177.98,248553.78,2025-11-12,2025-12-05,2025-12-10,Delivered,
PO001530,SUP008,PROD00058,1391,906.31,1260677.21,2025-05-11,2025-05-24,2025-05-22,Delivered,
PO001531,SUP019,PROD00198,1290,783.1,1010199.0,2025-11-19,2025-11-27,2025-11-27,Delivered,
PO001532,SUP013,PROD00346,1004,608.99,611425.96,2025-06-17,2025-07-03,,Cancelled,
PO001533,SUP016,PROD00448,554,1007.39,558094.06,2025-08-11,2025-08-21,2025-08-25,Delivered,
PO001534,SUP004,PROD00202,1608,301.26,484426.08,2026-01-20,2026-01-25,2026-01-25,Delivered,
PO001535,SUP003,PROD00435,892,531.62,474205.04,2025-02-20,2025-03-09,2025-03-09,Delivered,
PO001536,SUP013,PROD00351,2125,1162.24,2469760.0,2026-01-25,2026-02-13,2026-02-21,Delayed,Carrier capacity shortage
PO001537,SUP014,PROD00481,542,943.86,511572.12,2026-06-13,2026-06-19,2026-06-19,Delivered,
PO001538,SUP010,PROD00139,832,634.69,528062.08,2026-05-16,2026-06-14,2026-06-30,Delayed,Customs clearance delay
PO001539,SUP012,PROD00252,1523,1107.06,1686052.38,2025-08-04,2025-08-10,,In Transit,
PO001540,SUP015,PROD00220,116,418.9,48592.4,2026-05-05,2026-05-19,2026-05-23,Delivered,
PO001541,SUP018,PROD00456,1502,892.18,1340054.36,2025-01-08,2025-01-24,2025-02-11,Delayed,Port congestion
PO001542,SUP014,PROD00387,1828,155.79,284784.12,2026-01-05,2026-01-14,,In Transit,
PO001543,SUP004,PROD00101,395,1174.11,463773.45,2025-11-04,2025-11-12,,Cancelled,
PO001544,SUP016,PROD00283,1374,883.17,1213475.58,2026-02-04,2026-02-16,2026-02-17,Delivered,
PO001545,SUP013,PROD00385,87,666.55,57989.85,2025-02-16,2025-02-28,2025-03-11,Delayed,Weather disruption
PO001546,SUP013,PROD00439,209,662.84,138533.56,2025-05-12,2025-05-30,2025-06-03,Delivered,
PO001547,SUP012,PROD00110,1250,944.88,1181100.0,2025-03-04,2025-03-18,,In Transit,
PO001548,SUP013,PROD00385,1767,666.55,1177793.85,2026-01-16,2026-02-04,2026-02-03,Delivered,
PO001549,SUP009,PROD00126,670,83.49,55938.3,2025-06-26,2025-07-19,,Open,
PO001550,SUP015,PROD00473,498,919.5,457911.0,2025-07-05,2025-07-20,,Open,
PO001551,SUP018,PROD00018,1703,65.45,111461.35,2025-06-16,2025-06-26,2025-06-27,Delivered,
PO001552,SUP019,PROD00148,155,818.95,126937.25,2026-01-18,2026-01-27,2026-01-24,Delivered,
PO001553,SUP017,PROD00367,190,930.37,176770.3,2025-12-06,2025-12-24,,Open,
PO001554,SUP017,PROD00417,2201,1070.95,2357160.95,2025-05-28,2025-06-28,2025-07-01,Delivered,
PO001555,SUP019,PROD00171,962,760.19,731302.78,2025-06-23,2025-06-30,2025-07-02,Delivered,
PO001556,SUP002,PROD00225,510,644.51,328700.1,2025-04-05,2025-04-16,,Cancelled,
PO001557,SUP001,PROD00074,2248,127.59,286822.32,2026-05-03,2026-05-15,,Cancelled,
PO001558,SUP018,PROD00120,2000,86.99,173980.0,2026-03-27,2026-04-08,2026-04-14,Delayed,Supplier production delay
PO001559,SUP009,PROD00407,1547,1196.98,1851728.06,2026-04-26,2026-05-22,2026-05-27,Delivered,
PO001560,SUP003,PROD00129,565,85.22,48149.3,2025-04-09,2025-04-26,2025-04-26,Delivered,
PO001561,SUP008,PROD00408,973,415.08,403872.84,2025-08-13,2025-08-26,2025-08-25,Delivered,
PO001562,SUP018,PROD00453,1206,810.72,977728.32,2025-03-26,2025-04-16,2025-04-19,Delivered,
PO001563,SUP008,PROD00122,1283,22.76,29201.08,2025-04-18,2025-04-26,2025-04-25,Delivered,
PO001564,SUP005,PROD00140,2469,1134.66,2801475.54,2025-12-03,2025-12-24,,Cancelled,
PO001565,SUP002,PROD00034,589,462.14,272200.46,2026-06-17,2026-06-30,2026-07-01,Delivered,
PO001566,SUP005,PROD00311,2423,843.2,2043073.6,2025-12-02,2025-12-18,2025-12-17,Delivered,
PO001567,SUP006,PROD00462,108,632.85,68347.8,2025-02-05,2025-03-07,2025-03-19,Delayed,Carrier capacity shortage
PO001568,SUP014,PROD00377,1024,846.88,867205.12,2025-05-27,2025-06-01,,In Transit,
PO001569,SUP006,PROD00147,2031,310.88,631397.28,2025-06-15,2025-07-15,2025-07-19,Delivered,
PO001570,SUP016,PROD00010,1901,158.43,301175.43,2025-12-19,2025-12-27,2025-12-30,Delivered,
PO001571,SUP014,PROD00055,1851,105.32,194947.32,2025-08-08,2025-08-20,2025-08-25,Delivered,
PO001572,SUP018,PROD00018,1431,65.45,93658.95,2025-05-01,2025-05-22,2025-05-27,Delivered,
PO001573,SUP005,PROD00109,2298,697.59,1603061.82,2025-12-12,2025-12-24,2025-12-28,Delivered,
PO001574,SUP013,PROD00099,2176,409.58,891246.08,2026-04-13,2026-05-03,2026-05-05,Delivered,
PO001575,SUP009,PROD00186,154,380.69,58626.26,2025-09-27,2025-10-17,2025-11-05,Delayed,Raw material shortage
PO001576,SUP014,PROD00096,505,284.11,143475.55,2025-05-10,2025-05-16,2025-05-20,Delivered,
PO001577,SUP014,PROD00343,1473,184.93,272401.89,2025-05-04,2025-05-17,2025-05-16,Delivered,
PO001578,SUP003,PROD00296,2117,250.91,531176.47,2025-11-11,2025-11-28,2025-11-26,Delivered,
PO001579,SUP013,PROD00434,630,221.61,139614.3,2025-07-06,2025-07-22,2025-08-13,Delayed,Carrier capacity shortage
PO001580,SUP013,PROD00356,2202,986.91,2173175.82,2025-08-16,2025-09-07,2025-09-09,Delivered,
PO001581,SUP015,PROD00182,2233,204.14,455844.62,2025-06-05,2025-06-24,2025-07-16,Delayed,Port congestion
PO001582,SUP013,PROD00347,733,1021.84,749008.72,2026-01-07,2026-01-25,2026-01-30,Delivered,
PO001583,SUP010,PROD00024,976,161.4,157526.4,2026-01-19,2026-02-11,2026-02-10,Delivered,
PO001584,SUP014,PROD00441,1786,127.66,228000.76,2025-06-05,2025-06-18,,Open,
PO001585,SUP011,PROD00465,1264,1150.88,1454712.32,2025-07-27,2025-08-10,2025-08-13,Delivered,
PO001586,SUP017,PROD00367,2001,930.37,1861670.37,2026-02-04,2026-03-10,,Cancelled,
PO001587,SUP013,PROD00324,51,709.54,36186.54,2026-04-25,2026-05-10,2026-05-11,Delivered,
PO001588,SUP006,PROD00497,2482,1041.43,2584829.26,2025-03-18,2025-04-13,2025-04-28,Delayed,Carrier capacity shortage
PO001589,SUP016,PROD00301,624,668.12,416906.88,2025-03-10,2025-03-15,,In Transit,
PO001590,SUP002,PROD00031,1043,518.6,540899.8,2025-05-28,2025-06-09,,In Transit,
PO001591,SUP007,PROD00200,1651,583.68,963655.68,2026-02-05,2026-02-27,2026-03-02,Delivered,
PO001592,SUP009,PROD00221,1181,1119.96,1322672.76,2025-07-18,2025-08-12,2025-08-20,Delayed,Carrier capacity shortage
PO001593,SUP004,PROD00030,893,675.28,603025.04,2025-05-24,2025-06-04,2025-06-03,Delivered,
PO001594,SUP005,PROD00073,1391,851.08,1183852.28,2026-03-31,2026-04-12,,In Transit,
PO001595,SUP007,PROD00200,2197,583.68,1282344.96,2025-01-12,2025-02-01,2025-02-02,Delivered,
PO001596,SUP015,PROD00232,1979,803.0,1589137.0,2025-04-16,2025-05-08,,In Transit,
PO001597,SUP009,PROD00117,2266,1127.17,2554167.22,2025-08-26,2025-09-27,2025-09-25,Delivered,
PO001598,SUP014,PROD00055,1164,105.32,122592.48,2026-04-11,2026-04-18,2026-04-20,Delivered,
PO001599,SUP015,PROD00214,1960,232.99,456660.4,2025-02-11,2025-02-27,2025-03-13,Delayed,Port congestion
PO001600,SUP007,PROD00163,1242,1159.69,1440334.98,2026-03-13,2026-04-01,2026-04-05,Delivered,
PO001601,SUP019,PROD00002,1038,1096.2,1137855.6,2025-08-19,2025-09-01,2025-09-03,Delivered,
PO001602,SUP005,PROD00323,1777,755.56,1342630.12,2026-05-22,2026-06-12,,Open,
PO001603,SUP011,PROD00181,1179,656.84,774414.36,2025-02-28,2025-03-20,2025-03-21,Delivered,
PO001604,SUP002,PROD00177,1510,355.66,537046.6,2025-09-15,2025-09-28,2025-09-29,Delivered,
PO001605,SUP017,PROD00194,1044,998.51,1042444.44,2025-03-27,2025-04-14,2025-04-18,Delivered,
PO001606,SUP003,PROD00296,475,250.91,119182.25,2026-05-22,2026-06-04,2026-06-05,Delivered,
PO001607,SUP009,PROD00028,2366,826.56,1955640.96,2026-05-15,2026-06-19,,In Transit,
PO001608,SUP015,PROD00316,222,123.99,27525.78,2026-01-20,2026-02-08,2026-02-11,Delivered,
PO001609,SUP020,PROD00436,531,630.11,334588.41,2025-04-21,2025-05-12,,In Transit,
PO001610,SUP013,PROD00474,1662,267.74,444983.88,2025-09-02,2025-09-17,2025-09-20,Delivered,
PO001611,SUP012,PROD00118,1937,123.73,239665.01,2025-02-10,2025-02-20,2025-02-24,Delivered,
PO001612,SUP004,PROD00275,1818,914.81,1663124.58,2026-06-20,2026-06-25,,Open,
PO001613,SUP006,PROD00363,148,428.99,63490.52,2025-01-27,2025-02-20,,In Transit,
PO001614,SUP011,PROD00274,166,888.89,147555.74,2025-12-03,2025-12-14,2025-12-17,Delivered,
PO001615,SUP006,PROD00459,1493,228.44,341060.92,2026-04-13,2026-05-09,2026-05-11,Delivered,
PO001616,SUP013,PROD00385,1379,666.55,919172.45,2025-09-12,2025-09-26,2025-09-23,Delivered,
PO001617,SUP012,PROD00252,707,1107.06,782691.42,2026-04-15,2026-04-24,,In Transit,
